"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,418.232,0.00388,8.4623,4.3941,9.6691,
1,412.0589,0.0075441,18.0253,3.8448,18.6393,
2,329.2165,0.020271,6.7918,1.3167,7.1996,
3,298.0197,0.029543,5.2423,1.9649,6.4639,
4,249.8118,0.04461,13.5536,1.1787,13.7012,
5,245.5772,0.053935,7.0982,1.6224,7.9349,
6,234.0512,0.065458,5.9985,1.4697,7.0503,
7,230.5768,0.075044,8.0164,1.7941,9.0051,
8,223.6641,0.084679,6.5642,1.6873,7.6434,
9,216.9858,0.096562,6.8033,1.5642,7.7286,
10,213.3293,0.10623,6.9752,1.4689,7.9359,
11,207.8417,0.11684,6.7992,1.8648,7.8323,
12,202.4625,0.12672,6.1815,3.1774,7.671,
13,179.0126,0.1392,4.5289,2.0774,5.2961,
14,175.485,0.14931,3.8558,1.883,4.752,
15,173.6689,0.15846,3.8801,3.0344,5.6237,
16,170.0315,0.16815,3.2782,2.7714,4.8939,
17,165.0943,0.1776,3.2637,1.6238,4.1593,
18,161.6379,0.1873,2.4762,1.2577,3.2326,
19,158.8174,0.19622,3.0464,0.98639,3.5124,
20,156.4459,0.20592,2.3825,0.89653,2.8808,
21,154.3534,0.2159,1.9347,0.78617,2.4527,
22,153.8261,0.22537,2.9034,0.91543,3.3417,
23,150.7307,0.23445,2.5914,0.57118,2.9009,
24,146.2869,0.24445,2.7286,0.52176,2.8924,
25,143.9326,0.2537,2.5244,0.56961,2.6873,
26,141.8961,0.2637,2.0979,0.46933,2.2482,
27,140.9727,0.27273,1.7375,0.59537,1.979,
28,140.2168,0.28228,1.8127,0.97758,2.1844,
29,139.1751,0.29079,2.4945,1.1827,2.8153,
30,138.0898,0.2992,2.6587,0.21326,2.7024,
31,135.4934,0.3083,1.611,0.32597,1.6744,
32,134.7405,0.31791,1.5421,0.35342,1.6133,
33,134.1936,0.32638,1.1225,0.20886,1.1658,
34,133.3222,0.33561,1.3998,0.15305,1.418,
35,132.5807,0.34467,0.60881,0.077967,0.62897,
36,132.2252,0.35321,0.76077,0.075061,0.77168,
37,131.8872,0.36242,0.83602,0.047461,0.84119,
38,131.5425,0.3708,0.54123,0.031787,0.54526,
39,131.3736,0.38024,0.51791,0.044645,0.52244,
40,131.263,0.38989,0.66683,0.059975,0.67129,
41,130.946,0.40176,0.73984,0.088132,0.74529,
42,130.8565,0.41449,0.78108,0.1097,0.78904,
43,130.5369,0.42632,1.2903,0.077514,1.2929,
44,130.4306,0.43751,1.266,0.10332,1.2705,
45,130.0766,0.44957,1.1306,0.093047,1.1347,
46,129.958,0.4628,1.0561,0.11921,1.0632,
47,129.8322,0.47231,1.0253,0.16571,1.0396,
48,129.679,0.48308,1.2961,0.20661,1.3136,
49,129.5634,0.49402,1.5169,0.23222,1.5361,
50,129.4504,0.50392,1.6343,0.23222,1.6524,
51,129.3896,0.5158,1.8001,0.23656,1.8183,
52,129.2794,0.52997,1.069,0.15025,1.0838,
53,129.1337,0.54055,1.1863,0.17384,1.2037,
54,128.5921,0.55393,0.9307,0.24769,0.96701,
55,128.3957,0.56378,0.83772,0.28523,0.88949,
56,128.202,0.57339,0.84704,0.32848,0.91292,
57,128.089,0.58294,0.97641,0.43558,1.0727,
58,127.6493,0.5932,0.89692,0.29675,0.94663,
59,127.375,0.60231,0.84154,0.024055,0.84322,
60,127.0698,0.61064,0.63066,0.043337,0.6332,
61,127.0245,0.61955,0.55816,0.021795,0.55952,
62,126.9052,0.63929,0.31112,0.01883,0.31241,
63,126.8946,0.64881,0.42766,0.013217,0.42825,
64,126.8096,0.65683,0.29536,0.013617,0.29587,
65,126.7924,0.66662,0.34901,0.011238,0.34936,
66,126.7517,0.67515,0.2265,0.0069252,0.22671,
67,126.7356,0.68617,0.12063,0.0058005,0.12087,
68,126.7339,0.69436,0.21974,0.0026227,0.21979,
69,126.7179,0.70271,0.19431,0.0022448,0.19435,
70,126.7056,0.71147,0.19451,0.0015535,0.19454,
71,126.701,0.71962,0.12494,0.001369,0.12496,
72,126.6935,0.72786,0.081736,0.0005367,0.08175,
73,126.6879,0.73827,0.084551,0.00045034,0.08456,
74,126.6849,0.74729,0.077331,0.00093393,0.077341,
75,126.681,0.75525,0.072642,0.00022563,0.072645,
76,126.6789,0.76592,0.030968,0.00019205,0.030971,
77,126.6778,0.77459,0.0451,0.00010226,0.045101,
78,126.6767,0.78367,0.029724,9.296e-05,0.029724,
79,126.6762,0.79171,0.035209,2.7377e-05,0.035209,
80,126.6759,0.80073,0.0243,1.3691e-05,0.0243,
81,126.6758,0.80936,0.018344,1.4743e-05,0.018344,
82,126.6756,0.81791,0.01114,4.9964e-06,0.01114,
83,126.6756,0.82718,0.0074746,9.0573e-06,0.0074746,
