"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,166.1778,0.0022613,29.3499,2.3534,29.4741,
1,167.3775,0.0094973,30.3755,0.0053877,30.3755,
2,167.0235,0.015876,30.3595,7.2561e-06,30.3595,
3,167.0232,0.022314,30.3595,1.3212e-11,30.3595,
4,167.0232,0.028795,30.3595,1.3323e-15,30.3595,
5,167.0232,0.035027,30.3595,4.4409e-16,30.3595,
6,167.0232,0.041159,30.3595,1.3323e-15,30.3595,
7,167.0232,0.04695,30.3595,8.8818e-16,30.3595,
8,167.0232,0.054175,30.3595,2.2204e-16,30.3595,
9,167.0232,0.060171,30.3595,2.2204e-16,30.3595,
10,167.0232,0.066328,30.3595,2.2204e-16,30.3595,
11,167.0232,0.072181,30.3595,2.2204e-16,30.3595,
12,167.0232,0.078346,30.3595,2.2204e-16,30.3595,
13,167.0232,0.085147,30.3595,1.1102e-16,30.3595,
14,167.0232,0.091452,30.3595,1.1102e-16,30.3595,
15,167.0232,0.099132,30.3595,1.1102e-16,30.3595,
16,167.0232,0.10613,30.3595,1.1102e-16,30.3595,
17,167.0232,0.11294,30.3595,1.1102e-16,30.3595,
18,167.0232,0.12017,30.3595,1.1102e-16,30.3595,
19,167.0232,0.12826,30.3595,1.1102e-16,30.3595,
20,167.0232,0.13694,30.3595,1.1102e-16,30.3595,
21,167.0232,0.14505,30.3595,1.1102e-16,30.3595,
22,167.0232,0.15305,30.3595,1.1102e-16,30.3595,
23,167.0232,0.16082,30.3595,1.1102e-16,30.3595,
24,167.0232,0.16906,30.3595,1.1102e-16,30.3595,
25,167.0232,0.17774,30.3595,1.1102e-16,30.3595,
26,167.0232,0.18602,30.3595,1.1102e-16,30.3595,
27,167.0232,0.19505,30.3595,1.1102e-16,30.3595,
28,167.0232,0.20357,30.3595,1.1102e-16,30.3595,
29,167.0232,0.21157,30.3595,1.1102e-16,30.3595,
30,167.0232,0.22038,30.3595,1.1102e-16,30.3595,
31,167.0232,0.22892,30.3595,1.1102e-16,30.3595,
32,167.0232,0.23721,30.3595,1.1102e-16,30.3595,
33,167.0232,0.24579,30.3595,1.1102e-16,30.3595,
34,167.0232,0.25444,30.3595,1.1102e-16,30.3595,
35,167.0232,0.26294,30.3595,1.1102e-16,30.3595,
36,167.0232,0.27291,30.3595,1.1102e-16,30.3595,
37,167.0232,0.27991,30.3595,1.1102e-16,30.3595,
38,167.0232,0.28756,30.3595,1.1102e-16,30.3595,
39,167.0232,0.29582,30.3595,1.1102e-16,30.3595,
40,167.0232,0.3047,30.3595,1.1102e-16,30.3595,
41,167.0232,0.31246,30.3595,1.1102e-16,30.3595,
42,167.0232,0.31956,30.3595,1.1102e-16,30.3595,
43,167.0232,0.32672,30.3595,1.1102e-16,30.3595,
44,167.0232,0.33322,30.3595,1.1102e-16,30.3595,
45,167.0232,0.34172,30.3595,1.1102e-16,30.3595,
46,167.0232,0.34855,30.3595,1.1102e-16,30.3595,
47,167.0232,0.35475,30.3595,1.1102e-16,30.3595,
48,167.0232,0.36151,30.3595,1.1102e-16,30.3595,
49,167.0232,0.36872,30.3595,1.1102e-16,30.3595,
50,167.0232,0.37698,30.3595,1.1102e-16,30.3595,
51,167.0232,0.38258,30.3595,1.1102e-16,30.3595,
52,167.0232,0.38855,30.3595,1.1102e-16,30.3595,
53,167.0232,0.39657,30.3595,1.1102e-16,30.3595,
54,167.0232,0.40353,30.3595,1.1102e-16,30.3595,
55,167.0232,0.40982,30.3595,1.1102e-16,30.3595,
56,167.0232,0.41621,30.3595,1.1102e-16,30.3595,
57,167.0232,0.42222,30.3595,1.1102e-16,30.3595,
58,167.0232,0.42785,30.3595,1.1102e-16,30.3595,
59,167.0232,0.43347,30.3595,1.1102e-16,30.3595,
60,167.0232,0.43919,30.3595,1.1102e-16,30.3595,
61,167.0232,0.44541,30.3595,1.1102e-16,30.3595,
62,167.0232,0.45169,30.3595,1.1102e-16,30.3595,
63,167.0232,0.45869,30.3595,1.1102e-16,30.3595,
64,167.0232,0.46695,30.3595,1.1102e-16,30.3595,
65,167.0232,0.47523,30.3595,1.1102e-16,30.3595,
66,167.0232,0.48185,30.3595,1.1102e-16,30.3595,
67,167.0232,0.48828,30.3595,1.1102e-16,30.3595,
68,167.0232,0.49655,30.3595,1.1102e-16,30.3595,
69,167.0232,0.50321,30.3595,1.1102e-16,30.3595,
70,167.0232,0.51006,30.3595,1.1102e-16,30.3595,
71,167.0232,0.51814,30.3595,1.1102e-16,30.3595,
72,167.0232,0.52585,30.3595,1.1102e-16,30.3595,
73,167.0232,0.53343,30.3595,1.1102e-16,30.3595,
74,167.0232,0.54063,30.3595,1.1102e-16,30.3595,
75,167.0232,0.54872,30.3595,1.1102e-16,30.3595,
76,167.0232,0.557,30.3595,1.1102e-16,30.3595,
77,167.0232,0.56559,30.3595,1.1102e-16,30.3595,
78,167.0232,0.57388,30.3595,1.1102e-16,30.3595,
79,167.0232,0.58241,30.3595,1.1102e-16,30.3595,
80,167.0232,0.59027,30.3595,1.1102e-16,30.3595,
81,167.0232,0.59745,30.3595,1.1102e-16,30.3595,
82,167.0232,0.603,30.3595,1.1102e-16,30.3595,
83,167.0232,0.60904,30.3595,1.1102e-16,30.3595,
84,167.0232,0.61568,30.3595,1.1102e-16,30.3595,
85,167.0232,0.62201,30.3595,1.1102e-16,30.3595,
86,167.0232,0.62921,30.3595,1.1102e-16,30.3595,
87,167.0232,0.63535,30.3595,1.1102e-16,30.3595,
88,167.0232,0.64157,30.3595,1.1102e-16,30.3595,
89,167.0232,0.64717,30.3595,1.1102e-16,30.3595,
90,167.0232,0.65333,30.3595,1.1102e-16,30.3595,
91,167.0232,0.66045,30.3595,1.1102e-16,30.3595,
92,167.0232,0.6684,30.3595,1.1102e-16,30.3595,
93,167.0232,0.67699,30.3595,1.1102e-16,30.3595,
94,167.0232,0.68517,30.3595,1.1102e-16,30.3595,
95,167.0232,0.69187,30.3595,1.1102e-16,30.3595,
96,167.0232,0.69921,30.3595,4.4409e-16,30.3595,
97,167.0232,0.70584,30.3595,2.2204e-16,30.3595,
98,167.0232,0.71387,30.3595,4.4409e-16,30.3595,
99,167.0232,0.72262,30.3595,2.2204e-16,30.3595,
100,167.0232,0.73101,30.3595,4.4409e-16,30.3595,
101,167.0232,0.73962,30.3595,2.2204e-16,30.3595,
102,167.0232,0.7482,30.3595,4.4409e-16,30.3595,
103,167.0232,0.75463,30.3595,2.2204e-16,30.3595,
104,167.0232,0.76093,30.3595,4.4409e-16,30.3595,
105,167.0232,0.76957,30.3595,2.2204e-16,30.3595,
106,167.0232,0.77796,30.3595,4.4409e-16,30.3595,
107,167.0232,0.78654,30.3595,2.2204e-16,30.3595,
108,167.0232,0.79504,30.3595,4.4409e-16,30.3595,
109,167.0232,0.80342,30.3595,2.2204e-16,30.3595,
110,167.0232,0.81246,30.3595,4.4409e-16,30.3595,
111,167.0232,0.81928,30.3595,2.2204e-16,30.3595,
112,167.0232,0.82506,30.3595,4.4409e-16,30.3595,
113,167.0232,0.83144,30.3595,2.2204e-16,30.3595,
114,167.0232,0.8378,30.3595,4.4409e-16,30.3595,
115,167.0232,0.84587,30.3595,2.2204e-16,30.3595,
116,167.0232,0.85433,30.3595,4.4409e-16,30.3595,
117,167.0232,0.86198,30.3595,2.2204e-16,30.3595,
118,167.0232,0.86849,30.3595,4.4409e-16,30.3595,
119,167.0232,0.8751,30.3595,2.2204e-16,30.3595,
120,167.0232,0.88098,30.3595,4.4409e-16,30.3595,
121,167.0232,0.88716,30.3595,2.2204e-16,30.3595,
122,167.0232,0.89399,30.3595,4.4409e-16,30.3595,
123,167.0232,0.90202,30.3595,2.2204e-16,30.3595,
124,167.0232,0.90978,30.3595,4.4409e-16,30.3595,
125,167.0232,0.91633,30.3595,2.2204e-16,30.3595,
126,167.0232,0.92209,30.3595,4.4409e-16,30.3595,
127,167.0232,0.92829,30.3595,2.2204e-16,30.3595,
128,167.0232,0.93469,30.3595,4.4409e-16,30.3595,
129,167.0232,0.94357,30.3595,2.2204e-16,30.3595,
130,167.0232,0.95205,30.3595,4.4409e-16,30.3595,
131,167.0232,0.95934,30.3595,2.2204e-16,30.3595,
132,167.0232,0.96505,30.3595,4.4409e-16,30.3595,
