"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,34.6692,0.0026453,2.805,5.1865,5.9236,
1,33.5362,0.0068195,2.2332,2.3748,3.4945,
2,32.097,0.010552,2.2172,1.0329,2.9202,
3,35.1237,0.013615,2.7457,0.78341,3.0742,
4,36.2271,0.014788,3.2722,0.63982,3.4285,
5,37.0634,0.017971,3.0535,0.25964,3.0887,
6,35.6223,0.019512,2.5425,0.32903,2.5933,
7,34.1245,0.020421,2.8026,0.45016,2.882,
8,32.6295,0.021484,1.3582,0.17047,1.3935,
9,31.6107,0.022287,0.60341,0.14337,0.64125,
10,31.2463,0.023352,0.35228,0.073769,0.37932,
11,30.3537,0.024118,0.32351,0.020787,0.32434,
12,30.2693,0.025059,0.14394,0.0028825,0.14399,
13,30.2622,0.026142,0.17548,0.0014493,0.1755,
14,30.258,0.0276,0.14942,0.001344,0.14944,
15,30.2547,0.028943,0.11578,0.0014396,0.1158,
16,30.2517,0.030143,0.057745,0.0018008,0.057783,
17,30.2438,0.031025,0.013567,0.0011395,0.013625,
18,30.2367,0.031835,0.0046354,4.0692e-06,0.0046354,
19,30.2366,0.032636,0.0023454,1.2547e-06,0.0023454,
20,30.2366,0.033522,0.00029978,8.9688e-08,0.00029978,
21,30.2366,0.03437,3.7153e-05,9.6307e-11,3.7153e-05,
22,30.2366,0.035153,2.8864e-06,3.1968e-11,2.8864e-06,
23,30.2366,0.036049,2.4504e-07,5.6843e-14,2.4504e-07,
