,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,0.00011417
1,0.19415,0.084082,0.10151,0.12163
2,0.38218,0.10151,0.25295,0.24538000000000001
3,0.56335,0.13716,0.44443,0.3655
4,0.67902,0.17189000000000002,0.66263,0.48716000000000004
5,0.80091,0.22488000000000002,0.9085200000000001,0.62059
6,0.90205,0.27118000000000003,1.1482,0.74629
7,1.0223,0.30084,1.4127,0.86824
8,1.1515,0.40905,1.6885,0.9951
9,1.305,0.42736,1.909,1.1336
10,1.5161,0.44364,2.1362,1.2742
11,1.7151,0.4608,2.3664,1.396
12,1.9238,0.47715,2.5319,1.5226
13,2.1192,0.49578999999999995,2.5591,1.6489
14,2.3088,0.5133,2.5906,1.7883
15,2.487,0.5312899999999999,2.6173,1.9191
16,2.6654,0.5485800000000001,2.6426,2.0574
17,2.8954,0.56728,2.6711,2.1852
18,3.1392,0.5848899999999999,2.7116,2.3128
19,3.3277,0.60497,2.7402,2.445
20,3.4896,0.62293,2.7697,2.5839
21,3.6681,0.64478,2.7964,2.7235
22,3.832,0.66496,2.8261,2.853
23,3.9741,0.68629,2.8644,2.9792
24,4.1161,0.70934,2.8931,3.1079
25,4.2595,0.72964,2.9292,3.237
26,4.4041,0.7531100000000001,2.9565,3.3624
27,4.5513,0.77287,2.9891,3.4892
28,4.6856,0.7981600000000001,3.0183,3.6165
29,4.8363,0.8203799999999999,3.0489,3.7455
30,4.9982,0.84516,3.0779,3.8691
31,5.1181,0.8680899999999999,3.1108,3.9941
32,5.2658,0.89023,3.1403,4.1206
33,5.4068,0.9147,3.1724,4.2601
34,5.5245,0.93511,3.2029,4.3859
35,5.5492,0.9603799999999999,3.234,4.5127
36,5.6707,0.9833700000000001,3.2631,4.6379
37,5.6928,1.0149,3.2964,4.7626
38,5.7148,1.0378,3.3257,4.8858
39,5.7395,1.0636,3.3566,5.0133
40,5.7675,1.0859999999999999,3.3891,5.1392
41,5.7949,1.112,3.4242,5.2651
42,5.8226,1.1339,3.4511,5.3915
43,5.8848,1.1583,3.4834,5.5196
44,5.916,1.1814,3.5124,5.6459
45,5.9471,1.2046,3.5425,5.7778
46,5.9773,1.2264,3.5736,5.9049
47,6.011,1.25,3.6052,6.032
48,6.0577,1.2712,3.6374,6.1573
49,6.0998,1.2961,3.67,6.2827
50,6.144,1.3166,3.701,6.4091
51,6.1875,1.341,3.7296,6.5364
52,6.2311,1.3642,3.7607,6.6639
