,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,0.00014023
1,0.76467,0.44433,0.1449,0.06712699999999999
2,1.3445,0.85362,0.21564,0.11615999999999999
3,1.7743,1.2307,0.28976,0.16309
4,2.0182,1.618,0.36688000000000004,0.20731999999999998
5,2.0215,2.0405,0.44073,0.25243000000000004
6,2.0248,2.5247,0.50837,0.2931
7,2.0302,3.0416,0.56597,0.33538
8,2.0344,3.5180000000000002,0.62508,0.37488
9,2.0538,4.0462,0.65099,0.41583000000000003
10,2.6206,4.5295,0.6603600000000001,0.46
11,3.2635,5.0273,0.6993699999999999,0.49914
12,3.8431,5.5002,0.7065100000000001,0.53778
13,4.4411,5.9764,0.71391,0.57657
14,5.0161,6.4791,0.72326,0.61848
15,5.6814,6.957000000000001,0.7399,0.65695
16,6.3992,7.4538,0.74915,0.6963199999999999
17,6.959,7.9416,0.75836,0.7337899999999999
18,7.51,8.406,0.76748,0.7724300000000001
19,8.0588,8.9277,0.77688,0.8104399999999999
20,8.4026,9.4479,0.7866,0.8491200000000001
21,8.4503,9.9318,0.79587,0.89131
22,8.4597,10.4474,0.8052199999999999,0.93105
23,8.4669,10.9521,0.81476,0.9693799999999999
24,8.4736,11.4291,0.82414,1.0082
25,8.4826,11.9853,0.83321,1.048
26,8.4918,12.4208,0.84231,1.0917
27,8.5032,12.9103,0.85195,1.1302
28,8.5306,13.4538,0.86129,1.1732
29,8.5556,13.991,0.87093,1.2196
30,8.5784,14.4993,0.8805200000000001,1.2611
31,8.6074,15.0192,0.8902399999999999,1.3032
32,8.6383,15.5848,0.8999799999999999,1.3459
33,8.6671,16.1057,0.9097700000000001,1.3857
34,8.6938,16.6033,0.91924,1.4293
35,8.7206,17.0924,0.929,1.4686
36,8.7355,17.6454,0.9383299999999999,1.5076
37,8.7506,18.1314,0.94821,1.5471
38,8.7665,18.5905,0.9574,1.5866
39,8.7838,19.1024,0.96844,1.6257
40,8.8004,19.6518,0.9775799999999999,1.6632
41,8.8275,20.1144,0.98739,1.7003
42,8.8561,20.564,0.9966,1.7369999999999999
43,8.8838,21.0448,1.006,1.7749
44,8.9095,21.4866,1.0157,1.8167
45,8.9378,21.9365,1.025,1.8544
46,8.9684,22.4511,1.0345,1.893
47,8.9951,22.8651,1.0438,1.9337
48,9.0228,23.3811,1.0535,1.9707
49,9.0502,23.8965,1.0628,2.011
50,9.0768,24.4151,1.0727,2.051
51,,24.8873,1.0834,2.092
52,,25.3644,1.0939,2.1345
53,,25.8725,1.1034,2.1739
54,,26.4087,1.1133,2.2146
55,,26.8832,1.1229,2.254
56,,27.3671,1.1326,2.2933
57,,27.8801,1.1421,2.3338
58,,28.3614,1.1518,2.3719
59,,28.8217,1.1613,2.4135
60,,29.2823,1.1719,2.4525
61,,29.7581,1.1815,2.4918
62,,30.2146,1.1909,2.533
63,,30.6879,1.2004,2.5749
64,,31.1878,1.2099,2.6203
65,,31.6507,1.2196,2.6591
66,,32.1386,1.2288,2.6987
67,,32.5891,1.2387,2.7379
68,,33.0831,1.2479,2.7759
69,,33.5916,1.2575,2.8163
70,,34.1431,1.2666,2.8589
71,,34.6005,1.2762,2.903
72,,35.1332,1.2856,2.943
73,,35.6085,1.2954,2.9811
74,,36.1177,1.3046,3.0229
75,,36.5932,1.3144,3.0661
76,,37.0998,1.3235,3.1117
77,,37.5922,1.3331,3.1501
