"iter","time","dist","rho","maxviolation","meanviolation","cost","maxabsLagMult","KKT_residual","LagGradNorm",
0,0,NaN,1,4.1061e-10,2.5349e-11,0.55539,1,4.9837,4.9212,
1,0.46016,19.8594,3.3333,0.99693,0.066675,0.37702,0.84455,1.5255,0.016112,
2,0.90068,19.8594,3.3333,0.24847,0.0083459,0.0026972,0.040355,0.24917,0.0057082,
3,0.99232,5.9203,3.3333,0.012084,0.00053275,2.0804e-09,7.3977e-05,0.01304,3.782e-05,
4,1.0599,2.6186,3.3333,1.5435e-05,6.3782e-07,9.3222e-11,2.2528e-05,1.8967e-05,1.0364e-05,
5,1.065,0.24379,3.3333,3.5753e-06,2.4024e-07,1.3069e-11,1.0858e-05,8.9674e-06,7.5329e-06,
6,1.0722,1.5531e-05,3.3333,2.428e-06,2.2033e-07,8.5656e-12,1.8952e-05,7.7458e-06,6.5892e-06,
7,1.0885,4.6439e-06,11.1111,5.321e-06,2.2032e-07,9.9486e-12,1.9255e-06,5.584e-06,8.7546e-07,
8,1.1024,3.1639e-05,11.1111,6.5566e-08,4.3479e-09,2.6371e-12,1.197e-06,4.1229e-07,4.0303e-07,
9,1.1099,2.1034e-05,11.1111,4.8075e-08,3.0515e-09,2.4718e-12,1.5781e-06,2.1648e-07,2.0771e-07,
10,1.1624,1.4448e-07,37.037,1.4754e-07,4.9168e-09,4.9831e-15,1.3944e-07,1.7655e-07,9.6726e-08,
11,1.1739,6.3472e-05,37.037,2.4695e-09,2.0179e-10,1.8444e-14,2.309e-07,9.5403e-08,9.5328e-08,
12,1.1834,1.8664e-07,37.037,1.03e-09,7.1194e-11,1.7925e-14,1.9298e-07,8.8308e-08,8.8296e-08,
13,1.1924,1.9818e-08,123.4568,3.4672e-09,1.1985e-10,1.6588e-14,9.7909e-08,6.918e-08,6.9093e-08,
14,1.2004,2.1399e-08,123.4568,1.8155e-09,8.1465e-11,1.6286e-14,1.5956e-07,1.2214e-07,1.2212e-07,
15,1.2095,8.0249e-09,123.4568,1.2726e-09,7.2828e-11,1.615e-14,3.1668e-07,9.9003e-08,9.8991e-08,
16,1.2181,3.0577e-09,123.4568,3.4034e-10,1.9523e-11,1.6086e-14,3.2946e-07,1.086e-07,1.086e-07,
17,1.2272,5.2097e-09,411.5226,7.3135e-10,3.5302e-11,1.5894e-14,2.3917e-07,8.6758e-08,8.6755e-08,
18,1.237,4.0715e-09,1371.7421,6.9082e-10,2.6799e-11,1.5904e-14,1.2785e-07,6.3785e-08,6.3781e-08,
19,1.2482,8.0634e-10,1371.7421,5.2212e-10,1.6997e-11,1.5886e-14,7.6133e-07,2.0411e-07,2.0411e-07,
20,1.2577,6.9212e-10,4572.4737,8.9447e-10,4.8365e-11,1.5831e-14,8.6256e-07,8.6452e-07,8.6451e-07,
21,1.2704,5.7511e-09,15241.579,7.7442e-10,3.0099e-11,1.5837e-14,4.0067e-06,1.0154e-06,1.0154e-06,
22,1.2823,9.4757e-10,15241.579,4.695e-10,1.6376e-11,1.5834e-14,1.1163e-05,2.9624e-06,2.9624e-06,
23,1.2942,1.2049e-09,15241.579,2.3355e-10,1.2264e-11,1.5832e-14,8.8074e-06,4.9366e-06,4.9366e-06,
24,1.3067,2.4856e-09,50805.2634,2.856e-10,1.6442e-11,1.5831e-14,5.2084e-06,1.3185e-06,1.3185e-06,
25,1.3206,5.9676e-10,50805.2634,2.1105e-10,6.7342e-12,1.5831e-14,5.5138e-06,1.3954e-06,1.3954e-06,
26,1.3333,3.0097e-10,169350.8781,2.0168e-10,9.2154e-12,1.583e-14,4.7325e-06,4.6216e-06,4.6216e-06,
27,1.3485,1.641e-09,564502.9269,1.7057e-10,6.0832e-12,1.5829e-14,3.3619e-05,8.5037e-06,8.5037e-06,
28,1.3631,1.7354e-10,564502.9269,5.8374e-11,2.9607e-12,1.5829e-14,5.3924e-05,3.5734e-05,3.5734e-05,
29,1.379,5.3563e-10,1881676.4232,5.8344e-11,2.1071e-12,1.5829e-14,5.8972e-05,1.4917e-05,1.4917e-05,
30,1.3957,1.5377e-10,1881676.4232,2.8255e-12,9.9453e-14,1.5829e-14,6.4288e-05,1.6261e-05,1.6261e-05,
