"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,7,10000,180,1,0,1,1,0,-0.16515,0.4231,
,,,,,,,,1,1,0,-1.2336,-0.4352,0,
