"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,6,10000,180,1,1,0,0,-0.20879,0,0,
,,,,,,,,1,0,1,0.69956,0,0.342,
