"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,27.5526,9.731,4.1156e-05,NaN,NaN,NaN,NaN,1,9.7481,0.25944,0.041499,
1,28.1035,10.7826,0.22236,1,0,6.882,1,7.7421,10.7996,0.34357,0.024154,
2,19.3254,3.0602,0.44523,1,0,4.6613,1,7.7421,3.0683,0.17368,0.0072174,
3,19.9593,1.9326,0.66628,0.9,0,5.2301,1,7.7421,1.9366,0.088405,0.0041372,
4,17.7023,0.22535,0.88832,1,0,2.2376,1,7.7421,0.23172,0.052131,0.0012601,
5,17.444,0.29859,1.1514,0.59049,0,4.8485,1,7.7421,0.30681,0.064912,0.0016462,
6,17.6432,0.18019,1.4257,0.729,0,3.8914,1,7.7421,0.18971,0.059147,0.0010019,
7,17.287,0.178,1.6484,1,0,5.983,1,7.7421,0.17942,0.018188,0.00059368,
8,17.3445,0.23357,1.8744,1,0,3.0121,1,7.7421,0.23375,0.0089905,0.00016119,
9,17.2662,0.050828,2.0986,1,0,2.8955,1,7.7421,0.051634,0.0083656,0.00018148,
10,17.28,0.05269,2.3221,1,0,2.3318,1,7.7421,0.052712,0.0010052,3.9146e-05,
11,17.2751,0.028329,2.552,1,0,2.7615,1,7.7421,0.028337,0.00051665,1.4465e-05,
12,17.2701,0.050619,2.7786,0.59049,0,2.6723,1,7.7421,0.050624,0.00053979,2.1842e-05,
13,17.2684,0.055562,3.0029,0.9,0,6.3035,1,7.7421,0.055565,0.00036383,2.1694e-05,
14,17.2647,0.0062843,3.23,1,0,0.55719,1,7.7421,0.0062869,0.00015893,4.4409e-06,
