"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,4,10000,180,1,1,0,1,-0.0044428,0,0.064732,
,,,,,,,,0,1,0,0,0.51468,0,
