"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,2,10000,180,1,0,1,1,0,2.3731,0.36943,
,,,,,,,,0,1,1,0,0.45673,0.0711,
