"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,73.0627,4.1156e-05,NaN,NaN,NaN,NaN,NaN,63.7723,63.7723,
1,50.5847,0.05887,9.9276,0.5,0,3.4067,1,0.16608,0.16608,
2,36.2744,0.10051,2.3886,1,0,2.02,1,1.3358,1.3358,
3,35.3922,0.15808,2.3991,0.03125,0,1.7698,1,0.23573,0.23573,
4,35.4652,0.19287,0.081591,1,0,0.081581,1,0.10166,0.10166,
5,33.7855,0.25191,0.80532,0.00012207,0,0.78146,1,0.021013,0.021013,
6,33.8734,0.2861,0.018227,1,0,0.018227,1,0.0060988,0.0060988,
7,33.9686,0.41665,0.41192,0.0039063,0,0.39921,1,0.00046042,0.00046042,
8,33.9551,0.45426,0.0026404,0.5,0,0.0026404,1,0.0003583,0.0003583,
9,33.9423,0.54136,0.24148,1.5259e-05,0,0.23819,1,0.0001001,0.0001001,
10,33.9351,0.574,0.0014871,0.5,0,0.0014871,1,9.0643e-05,9.0643e-05,
11,33.85,0.74602,0.18388,0.00048828,0,0.1828,1,5.2126e-05,5.2126e-05,
12,33.9172,0.86483,0.14877,0.0039063,0,0.14799,1,1.5382e-05,1.5382e-05,
13,33.921,0.90038,0.00083769,1,0,0.00083769,1,1.2879e-05,1.2879e-05,
14,33.9302,3.2735,0.10498,9.5367e-07,0,0.10479,1,4.3591e-06,4.3591e-06,
15,33.9114,3.4457,0.048143,5.9605e-08,0,0.048123,1,1.0449e-06,1.0449e-06,
16,33.8968,3.6242,0.060425,7.4506e-09,0,0.060375,1,6.2045e-07,6.2045e-07,
17,33.8967,3.6631,3.3335e-05,0.0625,0,3.3335e-05,1,6.0205e-07,6.0205e-07,
