"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,120.5816,4.2289e-05,NaN,NaN,NaN,NaN,NaN,5.4611,5.4611,
1,105.2606,0.052832,10.989,0.5,0,4.3136,1,2.6335,2.6335,
2,103.8756,0.089164,0.24042,1,0,0.2401,1,0.93185,0.93185,
3,98.0594,0.13261,2.2565,0.0078125,0,1.5891,1,1.0802,1.0802,
4,92.4503,0.20931,3.9762,0.00048828,0,1.8037,1,0.96317,0.96317,
5,91.7588,0.30885,1.7542,0.0078125,0,1.2658,1,0.29314,0.29314,
6,91.5347,0.34184,0.063058,0.5,0,0.063055,1,0.22952,0.22952,
7,89.6675,0.44421,0.95375,0.00048828,0,0.82358,1,0.065792,0.065792,
8,89.5969,0.47733,0.04103,1,0,0.041029,1,0.034332,0.034332,
9,88.8138,0.59994,0.64561,0.0019531,0,0.5989,1,0.005133,0.005133,
10,88.7894,0.63317,0.0082464,1,0,0.0082464,1,0.001362,0.001362,
11,88.6708,0.70487,0.25424,0.00048828,0,0.25128,1,3.3795e-05,3.3795e-05,
12,88.6555,0.86653,0.12305,0.00048828,0,0.12273,1,5.586e-06,5.586e-06,
13,88.3185,0.97507,0.052724,9.5367e-07,0,0.0527,1,9.7578e-07,9.7578e-07,
14,87.9335,1.1016,0.06188,1.8626e-09,0,0.06184,1,8.4101e-07,8.4101e-07,
15,87.9086,1.2401,0.046434,3.7253e-09,0,0.046414,1,1.0071e-07,1.0071e-07,
16,87.9086,1.2884,9.7025e-06,0.03125,0,9.7025e-06,1,9.9443e-08,9.9443e-08,
