"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,134.8992,4.1534e-05,NaN,NaN,NaN,NaN,NaN,43.6684,43.6684,
1,95.6241,0.059269,26.8777,0.5,0,4.3216,1,29.4406,29.4406,
2,97.3648,0.10581,7.4268,6.1035e-05,0,2.3671,1,15.6269,15.6269,
3,93.385,0.20033,6.4491,0.0039063,0,2.4398,1,14.0888,14.0888,
4,100.6445,0.28912,12.7492,0.015625,0,2.6059,1,10.1032,10.1032,
5,100.1286,0.32807,0.09259,0.03125,0,0.09258,1,9.9632,9.9632,
6,101.5773,0.42324,3.0281,0.03125,0,1.6169,1,7.5945,7.5945,
7,100.136,0.45764,0.36752,0.5,0,0.36684,1,6.4162,6.4162,
8,108.7233,0.55131,21.2781,0.5,0,3.5228,1,5.1121,5.1121,
9,109.0387,0.59068,0.35237,1,0,0.35166,1,2.0778,2.0778,
10,107.1703,0.6799,1.9407,0.015625,0,1.3178,1,0.90588,0.90588,
11,106.9868,0.71672,0.12423,1,0,0.12419,1,0.23321,0.23321,
12,105.0131,0.80761,1.6684,0.0078125,0,1.2352,1,0.16699,0.16699,
13,102.7798,0.91896,1.1747,0.00048828,0,1.0048,1,0.018591,0.018591,
14,102.8381,1.0429,0.65111,0.0039063,0,0.61014,1,0.0038579,0.0038579,
15,102.5339,1.1608,0.3584,6.1035e-05,0,0.35019,1,0.00022746,0.00022746,
16,102.529,1.1953,0.0022814,0.5,0,0.0022814,1,0.00020168,0.00020168,
17,102.2538,1.2939,0.13302,3.8147e-06,0,0.13262,1,2.9958e-05,2.9958e-05,
18,102.2548,1.3383,0.00045276,0.125,0,0.00045276,1,2.9674e-05,2.9674e-05,
19,102.0944,1.5386,0.090671,0.00024414,0,0.090517,1,1.9077e-06,1.9077e-06,
20,101.9687,1.7017,0.04665,3.0518e-05,0,0.046625,1,9.6666e-08,9.6666e-08,
21,101.9252,2.3182,0.022867,9.3132e-10,0,0.022865,1,3.36e-09,3.36e-09,
22,101.8426,2.4327,0.50927,4.6566e-10,1,0.48268,0,0.01457,0.01457,
23,101.8018,5.7691,0.019797,1,0,0.019797,-6,0.0068876,0.0068876,
24,100.7236,5.9035,0.57346,0.0039063,0,0.5351,1,0.0049104,0.0049104,
25,100.7122,9.2515,0.0063582,0.25,0,0.0063582,1,0.0043458,0.0043458,
26,101.2516,9.51,0.40106,0.0078125,0,0.39085,1,5.0839e-05,5.0839e-05,
27,101.2497,13.2464,0.001132,0.5,0,0.001132,1,4.6136e-05,4.6136e-05,
28,101.6254,13.4113,0.092544,1.1921e-07,0,0.092412,1,6.4903e-06,6.4903e-06,
29,101.6257,17.3812,0.00016355,0.125,0,0.00016355,1,6.1109e-06,6.1109e-06,
