"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","maxviolation","meanviolation",
0,79.4571,61.1416,6.4566e-05,NaN,NaN,NaN,NaN,82.9354,82.9354,
1,66.1388,51.3196,0.061773,0.125,0,3.567,1,27.3676,27.3676,
2,67.1894,13.3036,0.17711,1,0,4.772,1,0.84175,0.84175,
3,66.4284,12.5364,0.22754,0.015625,0,0.085017,1,0.90079,0.90079,
4,52.9474,21.041,0.27886,0.25,0,1.8134,1,0.97003,0.97003,
5,50.8846,2083.9298,0.34779,7.6294e-06,0,1.2939,1,0.12619,0.12619,
6,51.0406,12.7486,0.38007,1,0,0.087211,1,0.11615,0.11615,
7,48.6145,74.4823,0.53556,0.0078125,0,0.61748,1,0.098039,0.098039,
8,49.496,1343.1922,0.59926,0.00012207,0,0.84068,1,0.027277,0.027277,
9,49.5283,14.3039,0.63586,1,0,0.021156,1,0.0068718,0.0068718,
10,49.2544,156.9359,0.81618,0.00024414,0,0.31202,1,0.0050179,0.0050179,
11,49.234,13.7153,0.84852,1,0,0.010891,1,0.0017587,0.0017587,
12,49.2318,150.499,0.90772,7.6294e-06,0,0.0032507,1,0.0017589,0.0017589,
13,49.2305,13.1114,0.93836,1,0,0.010339,1,0.0016305,0.0016305,
14,49.1938,326.6503,1.0102,6.1035e-05,0,0.028249,1,0.0016368,0.0016368,
15,49.1835,17.0982,1.0423,0.25,0,0.0040592,1,0.0014819,0.0014819,
16,49.1834,32.0686,1.0763,1.5259e-05,0,5.2094e-05,1,0.0014819,0.0014819,
