"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,54.5803,4.1156e-05,NaN,NaN,NaN,NaN,NaN,37.8496,37.8496,
1,48.822,0.061824,6.8739,1,0,2.8084,1,11.7219,11.7219,
2,48.6807,0.097466,0.037959,0.00024414,0,0.037957,1,11.7401,11.7401,
3,45.8733,0.15878,8.7295,0.0078125,0,3.149,1,3.7599,3.7599,
4,43.8939,0.2133,8.7369,0.125,0,2.1591,1,2.7501,2.7501,
5,42.3094,0.24505,0.35232,1,0,0.35146,1,1.6642,1.6642,
6,40.0098,0.31995,3.2552,0.0039063,0,1.7912,1,1.4488,1.4488,
7,38.772,0.40234,1.4267,0.00097656,0,1.1009,1,0.84664,0.84664,
8,38.9588,0.43756,0.094757,0.25,0,0.094742,1,0.77281,0.77281,
9,40.0624,0.55515,1.991,6.1035e-05,0,1.3544,1,0.21545,0.21545,
10,39.3286,0.6482,1.5325,0.0078125,0,1.1412,1,0.14941,0.14941,
11,39.3137,0.68424,0.082494,1,0,0.082484,1,0.10205,0.10205,
12,41.0867,0.78874,1.0762,0.0019531,0,0.91737,1,0.013502,0.013502,
13,41.0964,0.82176,0.012261,0.25,0,0.012261,1,0.012278,0.012278,
14,41.336,0.9491,0.62448,0.00012207,0,0.58824,1,0.0042412,0.0042412,
15,41.3506,0.98178,0.01516,1,0,0.01516,1,0.0032216,0.0032216,
16,41.1634,1.0915,0.4841,0.0019531,0,0.46689,1,0.0031124,0.0031124,
17,40.9792,1.1692,0.28415,0.00012207,0,0.28041,1,0.00026888,0.00026888,
18,40.724,1.2545,0.24305,6.1035e-05,0,0.24024,1,0.00014626,0.00014626,
19,40.7247,1.2874,0.00084639,0.125,0,0.00084639,1,0.00013783,0.00013783,
20,40.5711,1.3867,0.18368,0.015625,0,0.18266,1,2.6395e-05,2.6395e-05,
21,40.571,1.4374,0.00012891,0.015625,0,0.00012891,1,2.6212e-05,2.6212e-05,
