"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,122.5245,4.1156e-05,NaN,NaN,NaN,NaN,NaN,44.4953,44.4953,
1,106.4152,0.16073,7.9929,0.125,0,2.4611,1,58.9524,58.9524,
2,105.2453,0.20745,0.27399,0.015625,0,0.27314,1,59.247,59.247,
3,99.122,0.37959,10.8444,0.25,0,2.5669,1,44.7355,44.7355,
4,94.8634,0.42477,1.5264,1,0,1.4437,1,29.0988,29.0988,
5,78.8484,0.54619,9.7789,0.5,0,3.0888,1,9.4299,9.4299,
6,69.3592,0.65234,9.5829,0.0625,0,4.0898,1,13.7032,13.7032,
7,63.5059,0.71079,4.8509,1,0,2.5531,1,1.7952,1.7952,
8,63.0489,0.74683,0.15538,0.125,0,0.15531,1,1.9357,1.9357,
9,66.0648,0.86165,2.4834,0.0078125,0,1.7702,1,0.82871,0.82871,
10,65.7853,1.0712,1.3078,0.00097656,0,1.038,1,0.25097,0.25097,
11,66.1932,1.1275,1.3122,0.00097656,0,1.03,1,0.14774,0.14774,
12,66.3929,1.1692,0.040991,0.25,0,0.04099,1,0.13958,0.13958,
13,66.3137,1.2655,1.0599,0.0019531,0,0.90899,1,0.0024013,0.0024013,
14,66.3034,1.3526,0.26508,0.00048828,0,0.26101,1,0.00034923,0.00034923,
15,66.2512,1.435,0.23127,6.1035e-05,0,0.22913,1,5.8373e-05,5.8373e-05,
16,66.2558,1.4839,0.0010149,1,0,0.0010149,1,1.7125e-05,1.7125e-05,
17,66.1241,1.6135,0.081787,7.4506e-09,0,0.0817,1,7.2459e-07,7.2459e-07,
18,66.1233,1.9559,0.047942,1.4901e-08,0,0.047924,1,1.2181e-07,1.2181e-07,
19,66.1234,1.991,2.8158e-05,0.125,0,2.8158e-05,1,1.1976e-07,1.1976e-07,
