"iter","time","maxviolation","meanviolation","cost",
0,0,15.421,15.421,77.0619,
1,0.40063,0.13446,0.13446,22.8071,
2,0.45393,0.15035,0.15035,18.0854,
3,0.48404,0.069623,0.069623,18.2427,
4,0.49554,0.047139,0.047139,18.3022,
5,0.51484,0.036454,0.036454,18.3356,
6,0.52269,0.030136,0.030136,18.3577,
7,0.53095,0.020671,0.020671,18.3957,
8,0.53809,0.016081,0.016081,18.4174,
9,0.54584,0.01334,0.01334,18.4318,
10,0.55437,0.0091731,0.0091731,18.457,
11,0.56181,0.0071718,0.0071718,18.4712,
12,0.56875,0.0059572,0.0059572,18.4807,
13,0.57683,0.0041103,0.0041103,18.4974,
14,0.58432,0.0032068,0.0032068,18.507,
15,0.59251,0.0026647,0.0026647,18.5134,
16,0.59954,0.0018402,0.0018402,18.5246,
17,0.60676,0.0014361,0.0014361,18.531,
18,0.61359,0.0011936,0.0011936,18.5352,
19,0.62112,0.00082428,0.00082428,18.5427,
20,0.62948,0.00074698,0.00074698,18.5445,
21,0.63617,0.00052355,0.00052355,18.5502,
22,0.64649,0.00052242,0.00052242,18.5501,
23,0.65582,0.00031529,0.00031529,18.5567,
24,0.66186,0.00031638,0.00031638,18.5566,
25,0.67502,0.00017087,0.00017087,18.5626,
26,0.68518,0.0001702,0.0001702,18.5627,
27,0.69706,8.6336e-05,8.6336e-05,18.5675,
28,0.70382,8.6388e-05,8.6388e-05,18.5675,
29,0.71525,4.212e-05,4.212e-05,18.5711,
30,0.72237,4.1914e-05,4.1914e-05,18.5711,
