"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","maxviolation","meanviolation",
0,63.7129,32.1648,5.0973e-05,NaN,NaN,NaN,NaN,20.2669,20.2669,
1,50.6063,10.8603,0.049142,1,0,2.6785,1,15.3203,15.3203,
2,36.2414,6.9349,0.092069,0.5,0,2.5093,1,0.72184,0.72184,
3,34.5786,11.1083,0.14021,0.03125,0,1.0414,1,0.29771,0.29771,
4,34.4167,383.4592,0.31424,0.00024414,0,0.921,1,0.1755,0.1755,
5,36.6987,559.5999,0.38152,0.0078125,0,1.2406,1,0.070614,0.070614,
6,36.3673,11.4049,0.41085,1,0,0.052084,1,0.04167,0.04167,
7,36.3615,36.7546,0.44349,0.00024414,0,0.00091518,1,0.041672,0.041672,
8,36.2385,11.3938,0.50805,0.03125,0,0.50791,1,0.0080017,0.0080017,
9,35.5992,562.1461,0.57926,3.0518e-05,0,0.46117,1,0.00055885,0.00055885,
10,35.6428,1876.5445,0.65729,0.00024414,0,0.28013,1,0.00040386,0.00040386,
11,35.4323,6581.7882,0.75476,0.00024414,0,0.1556,1,6.4593e-05,6.4593e-05,
12,35.2961,29708.2655,0.85642,6.1035e-05,0,0.099812,1,9.3729e-06,9.3729e-06,
13,35.4269,484385.9869,0.99039,2.9802e-08,0,0.096931,1,2.7641e-06,2.7641e-06,
14,35.4152,5383.7287,1.2363,1.1921e-07,0,0.046513,1,3.3944e-07,3.3944e-07,
15,35.4158,1162.1683,1.3803,2.9802e-08,0,0.048001,1,3.2432e-07,3.2432e-07,
16,35.397,146635.4426,1.6025,3.7253e-09,0,0.028209,0,3.2977e-08,3.2977e-08,
17,35.3969,16.3456,5.08,0.5,0,3.181e-05,1,3.2003e-08,3.2003e-08,
