"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,74.9026,4.0401e-05,NaN,NaN,NaN,NaN,NaN,60.7438,60.7438,
1,64.1049,0.065676,6.7995,0.0625,0,2.3383,1,61.8711,61.8711,
2,62.615,0.10401,0.6901,0.125,0,0.6745,1,61.2112,61.2112,
3,51.98,0.16079,8.617,0.125,0,2.6303,1,65.7064,65.7064,
4,55.2747,0.19757,0.72225,0.25,0,0.70863,1,57.0494,57.0494,
5,60.8316,0.26289,127.8321,1,0,5.5671,1,13.2528,13.2528,
6,60.0245,0.30635,0.24563,0.0625,0,0.24534,1,13.466,13.466,
7,45.789,0.36924,44.3534,0.25,0,4.8518,1,3.624,3.624,
8,46.2067,0.40401,0.16772,0.25,0,0.16763,1,3.1832,3.1832,
9,46.3273,0.51522,3.6115,0.03125,0,2.1391,1,0.42968,0.42968,
10,46.3163,0.55529,0.0079477,0.00097656,0,0.0079477,1,0.43011,0.43011,
11,33.5967,0.60002,2.2749,1,0,1.9399,1,0.302,0.302,
12,31.8611,0.64998,0.83246,0.03125,0,0.79077,1,0.42794,0.42794,
13,31.533,0.68358,0.13556,1,0,0.13551,1,0.26516,0.26516,
14,32.5883,0.74356,1.8244,7.6294e-06,0,1.3014,1,0.17629,0.17629,
15,34.243,0.81084,1.5461,0.0625,0,1.1822,1,0.15227,0.15227,
16,34.2567,0.846,0.054675,1,0,0.054671,1,0.041143,0.041143,
17,33.8832,0.9078,0.40834,0.00012207,0,0.39684,1,0.023364,0.023364,
18,33.8871,0.93975,0.030602,1,0,0.030601,-6,0.012962,0.012962,
19,33.6414,1.3938,0.66519,6.1035e-05,0,0.62484,1,0.0066693,0.0066693,
20,34.1149,1.4682,0.46638,0.00048828,0,0.44591,1,0.0018293,0.0018293,
21,34.1133,1.5112,0.0060246,1,0,0.0060246,1,0.00048368,0.00048368,
22,33.9957,1.5801,0.1539,1.5259e-05,0,0.15315,1,0.00015183,0.00015183,
23,33.9949,1.6206,0.0024358,1,0,0.0024358,1,7.8662e-05,7.8662e-05,
24,34.1073,1.7809,0.1242,5.9605e-08,0,0.12378,1,2.4075e-06,2.4075e-06,
25,34.2129,1.8913,0.073954,7.4506e-09,0,0.073872,-6,1.3026e-06,1.3026e-06,
26,34.1977,2.0035,0.0521,2.9802e-08,0,0.052076,1,4.0728e-08,4.0728e-08,
27,34.1977,2.0603,3.5719e-05,1,0,3.5719e-05,-6,1.6883e-08,1.6883e-08,
