"iter","time","maxviolation","meanviolation","cost",
0,0,46.3671,46.3671,134.8005,
1,0.23277,0.5599,0.5599,54.7983,
2,0.27818,0.074793,0.074793,55.4697,
3,0.32491,0.020718,0.020718,55.6415,
4,0.33212,0.016308,0.016308,55.6627,
5,0.33841,0.012964,0.012964,55.6807,
6,0.34484,0.01036,0.01036,55.6964,
7,0.35144,0.0083646,0.0083646,55.7099,
8,0.35759,0.0068474,0.0068474,55.7212,
9,0.36853,0.0019914,0.0019914,55.7709,
10,0.3742,0.0015737,0.0015737,55.7773,
11,0.38009,0.0012463,0.0012463,55.783,
12,0.38706,0.00098918,0.00098918,55.788,
13,0.39276,0.00079927,0.00079927,55.7922,
14,0.39823,0.00065158,0.00065158,55.7957,
15,0.404,0.00054022,0.00054022,55.7987,
16,0.41198,0.00015137,0.00015137,55.813,
17,0.41893,0.0001192,0.0001192,55.8148,
18,0.42479,9.508e-05,9.508e-05,55.8163,
19,0.43062,7.629e-05,7.629e-05,55.8176,
20,0.43589,6.2134e-05,6.2134e-05,55.8187,
21,0.44085,5.1323e-05,5.1323e-05,55.8196,
22,0.44929,1.4501e-05,1.4501e-05,55.824,
23,0.45445,1.1371e-05,1.1371e-05,55.8246,
24,0.4596,9.0416e-06,9.0416e-06,55.825,
25,0.46525,7.2497e-06,7.2497e-06,55.8255,
26,0.4704,5.8809e-06,5.8809e-06,55.8258,
27,0.47555,4.8401e-06,4.8401e-06,55.8261,
28,0.48242,1.6357e-06,1.6357e-06,55.8273,
29,0.48818,1.0862e-06,1.0862e-06,55.8276,
30,0.49446,8.7189e-07,8.7189e-07,55.8277,
