"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","maxviolation","meanviolation",
0,74.6746,25.2924,4.9463e-05,NaN,NaN,NaN,NaN,9.7909,9.7909,
1,59.0112,463.8272,0.053228,0.0019531,0,2.2964,1,7.7189,7.7189,
2,66.9113,141.7861,0.16043,0.25,0,3.616,1,3.5712,3.5712,
3,65.9955,12.2326,0.1934,1,0,0.25027,1,1.0538,1.0538,
4,65.9886,410.8925,0.23349,1.1921e-07,0,0.0013419,1,1.0538,1.0538,
5,65.6391,11.6727,0.2702,1,0,0.21973,1,0.80749,0.80749,
6,65.3781,10.9109,0.30845,0.015625,0,0.030098,1,0.80496,0.80496,
7,65.1944,11.6601,0.34416,0.015625,0,0.027738,1,0.80371,0.80371,
8,65.0266,11.3697,0.3814,0.0078125,0,0.019449,1,0.80225,0.80225,
9,64.9034,11.7197,0.42219,0.0078125,0,0.01611,1,0.79967,0.79967,
10,64.7068,11.743,0.46095,0.0078125,0,0.022433,1,0.80001,0.80001,
11,64.553,11.8853,0.50007,0.0078125,0,0.01877,1,0.79869,0.79869,
12,64.4321,12.0724,0.54163,0.0039063,0,0.013438,1,0.79796,0.79796,
13,64.2497,12.0687,0.58614,0.0078125,0,0.021475,1,0.79814,0.79814,
14,64.1013,12.5257,0.62352,0.0039063,0,0.016236,1,0.79851,0.79851,
15,63.9933,12.2216,0.65657,0.0039063,0,0.012461,1,0.79755,0.79755,
16,63.9019,12.9544,0.69804,0.0019531,0,0.0098886,1,0.79728,0.79728,
17,63.7911,12.3105,0.73444,0.0039063,0,0.01275,1,0.79643,0.79643,
18,63.6787,13.7662,0.77317,0.0019531,0,0.011916,1,0.79668,0.79668,
19,63.5767,12.3528,0.8094,0.0039063,0,0.011777,1,0.79551,0.79551,
20,63.5077,15.4483,0.84953,0.00097656,0,0.0070562,1,0.79526,0.79526,
21,63.3565,12.3585,0.88884,0.0078125,0,0.017545,1,0.79337,0.79337,
22,63.2004,19.0585,0.93972,0.0019531,0,0.016977,1,0.79325,0.79325,
23,62.9979,12.3282,0.9792,0.015625,0,0.023769,1,0.78879,0.78879,
24,62.2872,24.9175,1.0336,0.0078125,0,0.1091,1,0.78885,0.78885,
25,61.7887,12.0697,1.069,0.0625,0,0.060174,1,0.79009,0.79009,
26,60.8161,34.5742,1.2209,0.0078125,0,0.315,1,0.78109,0.78109,
27,60.3317,11.6328,1.2527,0.125,0,0.067277,1,0.74613,0.74613,
28,56.0506,32.0854,1.4356,0.0078125,0,1.5293,1,0.79563,0.79563,
29,55.2395,1096.2427,1.6421,0.00012207,0,1.0102,1,0.3733,0.3733,
30,54.9784,12.4301,1.6766,1,0,0.12422,1,0.26262,0.26262,
31,51.9154,9.6577,1.7147,1,0,0.40472,1,0.20954,0.20954,
32,51.4113,76.0792,1.9084,0.0019531,0,0.5006,1,0.18548,0.18548,
33,50.8843,3066.9148,1.9813,3.0518e-05,0,0.56433,1,0.10183,0.10183,
34,51.0076,9.6416,2.0148,1,0,0.037696,1,0.025476,0.025476,
35,50.8597,393.0016,2.1551,3.0518e-05,0,0.17861,1,0.02513,0.02513,
36,50.9071,9.5647,2.1866,1,0,0.018824,1,0.0063314,0.0063314,
37,50.8974,920.947,2.2394,9.5367e-07,0,0.012339,1,0.0063323,0.0063323,
38,50.9247,9.4873,2.2698,1,0,0.0094963,1,0.0016153,0.0016153,
39,50.9214,1503.75,2.4722,2.3842e-07,0,0.0041648,1,0.0016155,0.0016155,
40,50.9361,9.3392,2.5051,1,0,0.0049311,1,0.00043563,0.00043563,
41,50.9347,1918.666,2.5797,1.1921e-07,0,0.0018173,1,0.00043566,0.00043566,
42,50.9434,9.097,2.628,1,0,0.002877,1,0.00014828,0.00014828,
43,50.9427,1740.9847,2.9102,1.1921e-07,0,0.00092297,1,0.00014829,0.00014829,
44,50.9474,8.899,2.975,0.5,0,0.0015147,1,0.00011525,0.00011525,
45,50.947,784.9853,3.067,9.5367e-07,0,0.0011289,1,0.00011526,0.00011526,
46,50.9463,49.277,3.1044,0.0078125,0,0.00021233,1,0.00011516,0.00011516,
