"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,82.676,4.1534e-05,NaN,NaN,NaN,NaN,NaN,1.1162,1.1162,
1,58.7567,0.046475,4.1591,0.125,0,2.3594,1,1.4587,1.4587,
2,57.837,0.10602,3.9474,0.03125,0,2.2092,1,0.64525,0.64525,
3,57.8351,0.1391,0.0020285,6.1035e-05,0,0.0020285,1,0.64528,0.64528,
4,52.0912,0.18449,1.4552,0.25,0,1.1235,1,0.32323,0.32323,
5,50.3058,0.21644,0.13048,1,0,0.1304,1,0.10891,0.10891,
6,44.7005,0.39366,8.137,0.015625,0,3.6546,1,0.11876,0.11876,
7,45.1662,0.53723,1.0874,0.015625,0,0.90107,1,0.10762,0.10762,
8,45.099,0.56847,0.040896,1,0,0.040895,1,0.02746,0.02746,
9,44.7766,0.63628,0.50954,0.00097656,0,0.48623,1,0.0031274,0.0031274,
10,44.7633,0.66686,0.0081526,1,0,0.0081526,1,0.0011027,0.0011027,
11,44.6377,0.74733,0.21444,3.0518e-05,0,0.2123,1,0.0001417,0.0001417,
12,44.6375,0.77897,0.00019534,0.0078125,0,0.00019534,1,0.00014123,0.00014123,
