"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,77.2655,4.2289e-05,NaN,NaN,NaN,NaN,NaN,27.6949,27.6949,
1,52.4534,0.052822,19.3444,1,0,3.8973,1,30.3242,30.3242,
2,50.4875,0.092369,0.56736,0.25,0,0.56383,1,28.5004,28.5004,
3,45.7737,0.14732,6.9642,0.0625,0,2.8201,1,25.6433,25.6433,
4,41.191,0.20142,7.8533,0.0039063,0,2.4388,1,13.353,13.353,
5,41.4201,0.2344,0.27556,0.125,0,0.27526,1,13.2593,13.2593,
6,56.2816,0.31231,48.2751,0.00048828,0,3.6387,1,3.4772,3.4772,
7,55.1527,0.34803,0.22932,1,0,0.22911,1,0.88044,0.88044,
8,55.2625,0.41616,3.7504,0.0625,0,1.7538,1,0.87802,0.87802,
9,55.5983,0.45315,0.068134,0.125,0,0.068129,1,0.85221,0.85221,
10,54.0973,0.6009,1.6996,6.1035e-05,0,1.224,1,0.2604,0.2604,
11,62.9942,0.71508,34.2825,0.0625,0,2.3268,1,0.12466,0.12466,
12,63.3007,0.76202,0.046359,1,0,0.046357,1,0.038061,0.038061,
13,60.6449,0.85973,0.6303,0.00097656,0,0.58562,1,0.0017696,0.0017696,
14,60.551,0.95744,0.24709,0.00097656,0,0.24344,1,0.00016782,0.00016782,
15,60.5412,1.0005,0.0015135,0.25,0,0.0015135,1,0.00016594,0.00016594,
16,60.5394,1.8517,0.15214,1.8626e-09,0,0.1515,0,1.9658e-06,1.9658e-06,
17,60.5403,1.8855,0.00013093,0.25,0,0.00013093,-6,1.7749e-06,1.7749e-06,
