"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,83.5554,3.9268e-05,NaN,NaN,NaN,NaN,NaN,20.3032,20.3032,
1,74.5394,0.04335,7.5783,0.0625,0,2.4521,1,13.5291,13.5291,
2,69.2915,0.12692,4.0331,0.00012207,0,1.8834,1,9.4228,9.4228,
3,70.7193,0.1695,0.41971,0.5,0,0.41859,1,8.076,8.076,
4,70.5181,0.24903,3.3911,0.0019531,0,1.7276,1,5.0316,5.0316,
5,69.2605,0.28518,0.33578,1,0,0.33519,1,1.9613,1.9613,
6,69.5549,0.36763,2.1571,0.015625,0,1.3888,1,1.8388,1.8388,
7,69.1792,0.40171,0.23222,1,0,0.23202,1,0.88483,0.88483,
8,66.8953,0.47714,1.8645,0.00012207,0,1.2653,1,0.57177,0.57177,
9,67.0159,0.51405,0.10589,1,0,0.10588,1,0.17694,0.17694,
10,69.774,0.60747,16.236,0.25,0,2.6413,1,0.1663,0.1663,
11,69.7024,0.64545,0.079282,1,0,0.079275,1,0.10748,0.10748,
12,69.9876,0.78486,0.92894,0.0078125,0,0.82164,1,0.0015724,0.0015724,
13,69.9851,0.81877,0.0050521,1,0,0.0050521,1,0.0004164,0.0004164,
14,69.9318,0.91387,0.21977,3.0518e-05,0,0.21877,1,3.1249e-05,3.1249e-05,
15,69.9318,0.95823,4.6193e-05,0.0019531,0,4.6193e-05,1,3.1223e-05,3.1223e-05,
