"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,81.9915,6.3056e-05,NaN,NaN,NaN,NaN,NaN,17.7009,17.7009,
1,61.8078,0.14374,17.6738,0.25,0,2.9456,1,0.48315,0.48315,
2,51.977,0.2897,2.6426,0.03125,0,2.0417,1,0.42636,0.42636,
3,52.0559,0.33574,1.0289,0.0019531,0,0.86837,1,0.33432,0.33432,
4,52.4437,0.36937,0.07831,1,0,0.078301,1,0.087806,0.087806,
5,50.7792,0.42965,1.2331,0.00024414,0,1.0043,1,0.039809,0.039809,
6,52.2954,0.51538,0.99987,0.03125,0,0.87094,1,0.025981,0.025981,
7,52.3968,0.54705,0.0213,1,0,0.0213,1,0.0072395,0.0072395,
8,52.0778,0.61744,0.50365,3.0518e-05,0,0.48337,1,0.0010373,0.0010373,
9,52.0537,0.64944,0.0047344,1,0,0.0047344,1,0.00035848,0.00035848,
10,51.9559,0.80811,0.22873,4.7684e-07,0,0.22677,1,4.7343e-05,4.7343e-05,
11,51.9823,0.97672,0.11717,0.0019531,0,0.11685,1,1.8538e-07,1.8538e-07,
12,51.9826,1.0066,5.9961e-05,1,0,5.9961e-05,1,5.7302e-08,5.7302e-08,
