"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,81.1285,4.3799e-05,NaN,NaN,NaN,NaN,NaN,47.7129,47.7129,
1,63.0029,0.053736,9.4495,0.0625,0,2.7822,1,46.1112,46.1112,
2,57.9781,0.08938,0.80822,0.5,0,0.7997,1,36.8353,36.8353,
3,56.47,0.15444,5.9671,0.25,0,2.3621,1,27.7755,27.7755,
4,52.8952,0.18896,0.61109,0.25,0,0.60731,1,28.0049,28.0049,
5,53.7601,0.24648,3.6119,0.0625,0,1.6136,1,21.4754,21.4754,
6,53.4591,0.28665,0.062935,0.00048828,0,0.062931,1,21.5382,21.5382,
7,53.3528,0.32309,0.021871,6.1035e-05,0,0.021871,1,21.5458,21.5458,
8,56.4735,0.48427,10.0397,0.03125,0,2.6494,1,17.608,17.608,
9,56.2756,0.52346,0.46053,0.25,0,0.45882,1,16.8428,16.8428,
10,46.494,0.609,19.9185,0.015625,0,2.9017,1,9.0773,9.0773,
11,46.3148,0.71552,7.9642,0.0625,0,2.9413,1,8.16,8.16,
12,46.2582,0.75061,0.22411,0.125,0,0.22392,1,7.9892,7.9892,
13,58.5753,0.84108,18.0066,0.03125,0,3.1641,1,4.8046,4.8046,
14,60.7469,0.91436,7.3336,0.125,0,2.0738,1,3.8588,3.8588,
15,58.4251,0.95957,0.3321,1,0,0.33156,1,2.1678,2.1678,
16,55.7969,1.0322,1.8845,0.0039063,0,1.3002,1,1.1708,1.1708,
17,56.9582,1.072,0.17928,1,0,0.1792,1,0.60066,0.60066,
18,54.2401,1.1741,1.6004,0.0078125,0,1.1749,1,0.17793,0.17793,
19,52.1642,1.2519,1.3598,0.00048828,0,1.0896,1,0.091368,0.091368,
20,51.9894,1.2859,0.028143,0.25,0,0.028142,1,0.083281,0.083281,
21,51.8306,1.4208,0.61339,0.0019531,0,0.57184,1,0.020331,0.020331,
22,51.7428,1.4547,0.013627,0.25,0,0.013627,1,0.018654,0.018654,
23,51.8192,1.6396,0.58995,0.0078125,0,0.55504,1,0.0045229,0.0045229,
24,51.8674,1.674,0.0080001,1,0,0.0080001,1,0.0011538,0.0011538,
25,51.3877,1.7522,0.27204,6.1035e-05,0,0.26849,1,6.7978e-05,6.7978e-05,
26,51.3957,1.8675,0.13415,0.00012207,0,0.13357,1,1.469e-06,1.469e-06,
27,51.3968,1.901,0.00017684,1,0,0.00017684,1,5.6384e-07,5.6384e-07,
