"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","maxviolation","meanviolation",
0,77.4546,15.1197,4.9841e-05,NaN,NaN,NaN,NaN,6.2092,6.2092,
1,61.9003,11.4316,0.15995,0.125,0,2.7266,1,0.068917,0.068917,
2,54.6877,264.9875,0.3764,0.0039063,0,1.8259,1,0.03366,0.03366,
3,54.5768,10.7465,0.41169,1,0,0.024597,1,0.010338,0.010338,
4,54.4223,11.0401,0.44876,0.125,0,0.015548,1,0.010239,0.010239,
5,54.3943,12.7171,0.47807,0.03125,0,0.0045066,1,0.010218,0.010218,
6,54.3841,18.0837,0.51017,0.0078125,0,0.0022842,1,0.010225,0.010225,
7,54.3788,33.6024,0.54095,0.0019531,0,0.0013111,1,0.010235,0.010235,
8,54.3764,93.6983,0.57084,0.00024414,0,0.00061269,1,0.010239,0.010239,
9,54.3762,812.9582,0.60535,9.5367e-07,0,5.5725e-05,1,0.010239,0.010239,
