"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,85.6462,4.0024e-05,NaN,NaN,NaN,NaN,NaN,2.0806,2.0806,
1,67.8706,0.12425,3.6893,0.125,0,2.2998,1,4.6539,4.6539,
2,67.7717,0.16037,0.21519,0.25,0,0.21504,1,4.3734,4.3734,
3,63.1343,0.22882,4.7222,0.00012207,0,1.8771,1,3.4765,3.4765,
4,63.7899,0.31476,10.0132,0.125,0,2.3044,1,3.3816,3.3816,
5,63.8217,0.36083,0.24457,0.5,0,0.24436,1,2.8753,2.8753,
6,62.4721,0.44568,2.6746,0.0039063,0,1.5373,1,1.0685,1.0685,
7,62.3604,0.48291,0.23338,1,0,0.2332,1,1.0254,1.0254,
8,60.3214,0.57861,2.7052,0.0019531,0,1.5645,1,0.4264,0.4264,
9,60.4006,0.61817,0.1164,1,0,0.11638,1,0.23883,0.23883,
10,58.9091,0.75887,1.2506,0.015625,0,0.99288,1,0.18282,0.18282,
11,58.8688,0.80289,0.059449,1,0,0.059445,1,0.060754,0.060754,
12,58.658,0.91141,0.61366,0.0019531,0,0.57375,1,0.0084977,0.0084977,
13,57.9303,0.99242,0.39549,1.5259e-05,0,0.38192,1,0.00072903,0.00072903,
14,57.8793,1.2063,0.23805,1.9073e-06,0,0.23583,1,3.0712e-05,3.0712e-05,
15,57.8792,1.2493,0.00072977,1,0,0.00072977,1,9.0503e-06,9.0503e-06,
16,57.6604,1.4113,0.092204,6.1035e-05,0,0.092034,1,2.376e-06,2.376e-06,
17,57.465,1.5243,0.044485,9.5367e-07,0,0.04447,1,3.3027e-07,3.3027e-07,
18,57.4651,4.9928,7.2858e-05,1,0,7.2858e-05,-6,9.0378e-08,9.0378e-08,
