"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,66.9458,4.0401e-05,NaN,NaN,NaN,NaN,NaN,3.7103,3.7103,
1,59.2968,0.04748,2.7505,0.125,0,1.6379,1,4.9251,4.9251,
2,57.7793,0.07905,0.39187,1,0,0.38996,1,1.3771,1.3771,
3,55.3872,0.24955,1.7425,0.0039063,0,1.1942,1,1.2515,1.2515,
4,55.1639,0.28554,0.16096,0.5,0,0.16089,1,1.017,1.017,
5,50.3212,0.35419,1.5841,0.0039063,0,1.3405,1,0.012934,0.012934,
6,49.2496,0.43202,0.357,2.9802e-08,0,0.35036,1,0.0027247,0.0027247,
7,49.0238,0.57577,0.35657,0.00024414,0,0.34837,1,0.00014488,0.00014488,
8,49.024,0.60733,0.00045901,0.03125,0,0.00045901,1,0.00014325,0.00014325,
9,48.6564,0.73208,0.20852,3.0518e-05,0,0.20674,1,8.7531e-05,8.7531e-05,
10,48.6561,0.77477,0.0004054,0.03125,0,0.0004054,1,8.7048e-05,8.7048e-05,
11,48.3084,0.9053,0.14607,0.00097656,0,0.14556,1,1.2251e-06,1.2251e-06,
12,48.3084,0.95363,2.8336e-05,0.015625,0,2.8336e-05,-6,1.2169e-06,1.2169e-06,
