"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","maxviolation","meanviolation",
0,84.4664,17.8899,8.4201e-05,NaN,NaN,NaN,NaN,2.782,2.782,
1,60.5012,9.0481,0.042835,1,0,2.9208,1,0.4091,0.4091,
2,47.1104,11.1535,0.18485,0.5,0,2.0033,1,1.4498,1.4498,
3,44.3974,7.5745,0.2147,1,0,0.40649,1,0.6473,0.6473,
4,41.0096,13.7854,0.25165,0.125,0,0.65787,1,1.0143,1.0143,
5,39.2731,255.8242,0.31821,0.0019531,0,1.5315,1,0.91805,0.91805,
6,40.5491,10.0412,0.38859,0.0078125,0,1.4222,1,0.1379,0.1379,
7,40.2929,3511.6924,0.44317,4.7684e-07,0,0.067351,1,0.13793,0.13793,
8,41.504,404.364,0.51642,0.0078125,0,0.80859,1,0.11249,0.11249,
9,41.3253,1895.87,0.60487,0.00048828,0,1.0298,1,0.060131,0.060131,
10,40.9596,2892.2752,0.70767,0.00048828,0,0.57893,1,0.0095134,0.0095134,
11,41.426,440.8042,0.80579,0.0625,0,0.49173,1,0.0025344,0.0025344,
12,40.813,7103.7155,0.8733,0.00024414,0,0.40002,1,0.00099352,0.00099352,
13,40.798,7.9842,0.90434,1,0,0.0044023,1,0.00030959,0.00030959,
14,40.7926,8.3115,0.93543,0.03125,0,0.00084389,1,0.0003061,0.0003061,
15,40.787,8.9872,0.96602,0.0625,0,0.0010755,1,0.00030174,0.00030174,
16,40.7857,11.2959,0.9954,0.0078125,0,0.00030879,1,0.00030083,0.00030083,
17,40.7845,13.5698,1.0256,0.0078125,0,0.00032969,1,0.00030017,0.00030017,
18,40.784,18.9047,1.0548,0.0019531,0,0.0001428,1,0.00029991,0.00029991,
