"iter","time","maxviolation","meanviolation","cost",
0,0,46.3671,46.3671,134.8005,
1,0.2287,0.54041,0.54041,54.8176,
2,0.26709,0.069072,0.069072,55.4841,
3,0.31431,0.0203,0.0203,55.6434,
4,0.3215,0.015877,0.015877,55.6649,
5,0.32856,0.0125,0.0125,55.6834,
6,0.33451,0.0099281,0.0099281,55.6992,
7,0.34065,0.0079193,0.0079193,55.7131,
8,0.34677,0.0063864,0.0063864,55.7249,
9,0.35289,0.0052354,0.0052354,55.7347,
10,0.36126,0.0015318,0.0015318,55.778,
11,0.3676,0.0012036,0.0012036,55.7838,
12,0.37425,0.0009513,0.0009513,55.7888,
13,0.38059,0.00075704,0.00075704,55.7931,
14,0.38711,0.00060842,0.00060842,55.7968,
15,0.39359,0.00049619,0.00049619,55.7999,
16,0.40371,0.00014716,0.00014716,55.8131,
17,0.40979,0.00011606,0.00011606,55.8149,
18,0.41559,9.1595e-05,9.1595e-05,55.8164,
19,0.42174,7.272e-05,7.272e-05,55.8178,
20,0.42754,5.8258e-05,5.8258e-05,55.8189,
21,0.43245,4.7455e-05,4.7455e-05,55.8199,
22,0.44275,1.4319e-05,1.4319e-05,55.824,
23,0.44787,1.0978e-05,1.0978e-05,55.8246,
24,0.45331,8.6833e-06,8.6833e-06,55.825,
25,0.45841,6.8883e-06,6.8883e-06,55.8255,
26,0.46371,5.5804e-06,5.5804e-06,55.8258,
27,0.46932,4.5199e-06,4.5199e-06,55.8261,
28,0.47442,3.724e-06,3.724e-06,55.8264,
29,0.48095,1.5335e-06,1.5335e-06,55.8273,
30,0.48665,7.7541e-07,7.7541e-07,55.8277,
