"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,80.0065,4.2667e-05,NaN,NaN,NaN,NaN,NaN,20.7555,20.7555,
1,73.7477,0.071986,3.97,1.5259e-05,0,1.8623,1,19.8489,19.8489,
2,74.5593,0.11431,0.29747,0.125,0,0.29699,1,18.8845,18.8845,
3,60.0088,0.1989,9.0482,0.015625,0,2.7896,1,15.4112,15.4112,
4,60.2877,0.24307,0.11408,0.03125,0,0.11405,1,15.1706,15.1706,
5,61.2577,0.33899,15.099,0.03125,0,3.2432,1,14.4924,14.4924,
6,62.3517,0.38049,0.51019,0.5,0,0.50807,1,11.8562,11.8562,
7,58.9148,0.53579,15.2148,0.00097656,0,2.4381,1,8.3487,8.3487,
8,59.1961,0.57777,0.2577,0.25,0,0.2574,1,7.3822,7.3822,
9,62.9742,0.66253,4.288,0.03125,0,1.9261,1,7.0481,7.0481,
10,62.6623,0.70359,0.10414,0.03125,0,0.10412,1,7.0077,7.0077,
11,59.8879,0.82183,6.6883,0.0078125,0,2.1378,1,3.8937,3.8937,
12,59.7814,0.86398,0.16035,0.125,0,0.16028,1,3.8368,3.8368,
13,61.5064,0.97388,69.4903,0.125,0,2.494,1,3.162,3.162,
14,61.6257,1.0253,0.15083,0.125,0,0.15077,1,3.1238,3.1238,
15,60.4103,1.1198,7.7222,0.00024414,0,2.0528,1,1.231,1.231,
16,61.5199,1.2697,4.54,0.0078125,0,1.9949,1,1.058,1.058,
17,61.4191,1.3104,0.15366,1,0,0.15361,1,0.3871,0.3871,
18,60.4319,1.3897,0.90662,0.0019531,0,0.78548,1,0.11768,0.11768,
19,58.5495,1.4641,1.5377,0.00097656,0,1.2198,1,0.10829,0.10829,
20,58.4873,1.4996,0.047862,1,0,0.04786,1,0.036056,0.036056,
21,57.9462,1.6194,0.6603,3.0518e-05,0,0.6226,1,0.00015051,0.00015051,
22,57.9481,1.6644,0.0020954,1,0,0.0020954,1,6.8725e-05,6.8725e-05,
23,57.8571,1.7568,0.13097,3.0518e-05,0,0.13054,-6,7.0791e-06,7.0791e-06,
24,57.8567,1.8101,0.00034971,1,0,0.00034971,1,1.9084e-06,1.9084e-06,
25,57.8402,2.276,0.07406,7.4506e-09,0,0.073992,1,1.8322e-06,1.8322e-06,
26,57.8404,2.3254,0.00020199,1,0,0.00020199,-6,5.8498e-07,5.8498e-07,
