"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,74.0427,8.6844e-05,NaN,NaN,NaN,NaN,NaN,4.7948,4.7948,
1,60.363,0.047803,5.4965,0.0078125,0,2.8221,1,3.0325,3.0325,
2,54.4898,0.14027,18.4914,0.015625,0,2.2521,1,1.9146,1.9146,
3,54.1295,0.2022,1.5414,0.015625,0,1.1361,1,1.0059,1.0059,
4,54.08,0.2405,0.14384,1,0,0.14379,1,0.36365,0.36365,
5,53.2035,0.32651,2.0422,0.03125,0,1.4817,1,0.30728,0.30728,
6,49.5526,0.41492,1.5703,0.00024414,0,1.1781,1,0.17269,0.17269,
7,48.07,0.53345,1.3683,0.00097656,0,1.093,1,0.1078,0.1078,
8,48.0597,0.56928,0.043079,1,0,0.043078,1,0.02951,0.02951,
9,47.4441,0.68259,0.80998,0.00024414,0,0.73007,1,0.012179,0.012179,
10,46.8161,0.77134,0.43797,0.00097656,0,0.42463,1,0.00057928,0.00057928,
11,46.8144,0.80513,0.003175,1,0,0.003175,1,0.00016468,0.00016468,
12,46.6301,0.90895,0.15494,1.4901e-08,0,0.15431,1,1.148e-06,1.148e-06,
13,46.63,0.96274,0.00024565,1,0,0.00024565,-6,9.8871e-07,9.8871e-07,
