"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,75.941,3.9268e-05,NaN,NaN,NaN,NaN,NaN,17.1102,17.1102,
1,50.7247,0.058607,48.1614,0.25,0,6.3109,1,3.9445,3.9445,
2,47.0832,0.1282,4.3863,0.03125,0,2.0114,1,2.9686,2.9686,
3,46.131,0.15929,0.24075,1,0,0.24048,1,0.82959,0.82959,
4,42.9241,0.23166,2.2438,2.3842e-07,0,1.4267,1,0.52221,0.52221,
5,43.2517,0.32665,3.7763,0.00097656,0,1.7163,1,0.3004,0.3004,
6,42.9835,0.35973,0.10892,1,0,0.1089,1,0.17942,0.17942,
7,45.0583,0.45236,1.097,0.015625,0,0.91161,1,0.080765,0.080765,
8,44.934,0.485,0.042404,1,0,0.042403,1,0.02619,0.02619,
9,44.5478,0.56217,0.83079,0.0078125,0,0.72968,1,0.023581,0.023581,
10,44.6049,0.59501,0.020365,1,0,0.020365,1,0.005909,0.005909,
11,44.0255,0.67749,0.40165,0.0078125,0,0.39175,1,3.4834e-06,3.4834e-06,
12,43.9213,0.75744,0.056578,2.3842e-07,0,0.056538,1,1.5634e-07,1.5634e-07,
13,43.9211,0.79111,5.5626e-05,1,0,5.5626e-05,1,4.4067e-08,4.4067e-08,
