"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,94.9953,4.9841e-05,NaN,NaN,NaN,NaN,NaN,8.8672,8.8672,
1,73.7324,0.049457,13.3496,0.25,0,3.7002,1,5.1699,5.1699,
2,61.0472,0.2537,5.7753,0.125,0,2.6947,1,3.4293,3.4293,
3,58.6428,0.37656,14.0858,0.0019531,0,3.9216,1,3.299,3.299,
4,58.6602,0.41187,0.24061,1,0,0.24037,1,0.90552,0.90552,
5,56.4334,0.476,1.6702,0.0039063,0,1.2052,1,0.080627,0.080627,
6,56.4038,0.50809,0.018249,0.125,0,0.018248,1,0.075888,0.075888,
7,55.391,0.63068,0.74089,0.00012207,0,0.67586,1,0.011403,0.011403,
8,55.3666,0.66293,0.016007,1,0,0.016007,1,0.0040086,0.0040086,
9,53.9745,0.81175,0.50773,1.5259e-05,0,0.48683,1,0.0031443,0.0031443,
10,53.6689,0.9488,0.35889,0.0078125,0,0.35169,1,1.7636e-06,1.7636e-06,
11,53.6685,0.98733,0.00017024,1,0,0.00017024,1,4.4811e-07,4.4811e-07,
