"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,121.9425,4.1156e-05,NaN,NaN,NaN,NaN,NaN,38.5357,38.5357,
1,106.4655,0.05568,11.3945,0.5,0,3.0659,1,14.0597,14.0597,
2,81.5119,0.097558,4.636,1,0,3.0923,1,12.4793,12.4793,
3,78.1481,0.13853,0.9142,1,0,0.89352,1,5.5634,5.5634,
4,76.09,0.1913,0.46333,5.9605e-08,0,0.45603,1,5.5639,5.5639,
5,78.175,0.23426,0.4163,1,0,0.41529,-6,3.338,3.338,
6,83.799,0.37002,8.1175,0.015625,0,2.1791,1,1.5848,1.5848,
7,84.7042,0.43271,0.16044,1,0,0.16038,1,0.45634,0.45634,
8,84.8399,0.54116,1.8631,0.03125,0,1.3214,1,0.13841,0.13841,
9,84.7629,0.57559,0.015604,0.0625,0,0.015604,1,0.13413,0.13413,
10,83.8785,0.66947,0.94105,3.0518e-05,0,0.81125,1,0.014798,0.014798,
11,82.8998,0.77638,0.51148,3.0518e-05,0,0.489,1,0.0013752,0.0013752,
12,82.7591,0.88699,0.21624,1.4901e-08,0,0.21449,1,0.00026607,0.00026607,
13,82.9307,1.1044,0.14728,0.00024414,0,0.14673,1,3.3324e-05,3.3324e-05,
14,82.9313,1.156,0.00012493,0.015625,0,0.00012493,-6,3.3076e-05,3.3076e-05,
