"iter","time","maxviolation","meanviolation","cost",
0,0,46.3671,46.3671,134.8005,
1,0.25583,0.072755,0.072755,63.2694,
2,0.42078,0.17587,0.17587,55.2698,
3,0.45426,0.073827,0.073827,55.4721,
4,0.48202,0.048543,0.048543,55.5409,
5,0.48915,0.03747,0.03747,55.5765,
6,0.49482,0.030964,0.030964,55.5999,
7,0.50476,0.021181,0.021181,55.6403,
8,0.51385,0.016496,0.016496,55.663,
9,0.52259,0.013675,0.013675,55.6783,
10,0.55939,0.0089572,0.0089572,55.7053,
11,0.56551,0.0070375,0.0070375,55.7191,
12,0.57179,0.0058722,0.0058722,55.7284,
13,0.57802,0.0040797,0.0040797,55.7448,
14,0.58423,0.0031902,0.0031902,55.7543,
15,0.59045,0.0026547,0.0026547,55.7607,
16,0.5967,0.0018366,0.0018366,55.7718,
17,0.60335,0.0014346,0.0014346,55.7782,
18,0.60867,0.0011944,0.0011944,55.7824,
19,0.61494,0.00082512,0.00082512,55.7899,
20,0.62039,0.00075119,0.00075119,55.7916,
21,0.62682,0.00052577,0.00052577,55.7974,
22,0.63546,0.00052285,0.00052285,55.7973,
23,0.64116,0.00031883,0.00031883,55.8037,
24,0.64557,0.00031656,0.00031656,55.8038,
25,0.6535,0.00017108,0.00017108,55.8098,
26,0.65771,0.00017068,0.00017068,55.8098,
27,0.66482,8.6324e-05,8.6324e-05,55.8146,
28,0.66943,8.5907e-05,8.5907e-05,55.8147,
29,0.67552,4.2791e-05,4.2791e-05,55.8182,
30,0.68065,4.2522e-05,4.2522e-05,55.8182,
