"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","maxviolation","meanviolation",
0,84.9621,49.526,8.0047e-05,NaN,NaN,NaN,NaN,48.1882,48.1882,
1,66.1524,113.9239,0.24217,0.0625,0,3.2125,1,40.7333,40.7333,
2,65.3799,53.6568,0.28311,0.0078125,0,0.11223,1,40.6286,40.6286,
3,64.7989,14.9278,0.53066,0.0625,0,1.6983,1,38.8235,38.8235,
4,59.2204,15.2113,0.57041,0.125,0,0.54874,1,37.9235,37.9235,
5,58.1037,16.2524,0.61539,0.0078125,0,0.13359,1,37.8668,37.8668,
6,57.6481,17.5671,0.76259,0.00097656,0,0.060381,1,37.8791,37.8791,
7,57.2265,17.6139,0.88814,0.00097656,0,0.056441,1,37.8857,37.8857,
8,48.5361,68.6017,1.0853,0.03125,0,4.3534,1,33.5094,33.5094,
9,51.8394,18.654,1.1236,0.5,0,0.81127,1,28.1678,28.1678,
10,49.2183,78.0356,1.2593,0.015625,0,1.6417,1,27.2286,27.2286,
11,39.3826,690.5702,1.3134,0.0019531,0,3.3987,1,19.2386,19.2386,
12,39.3182,7.9132,1.3506,0.0625,0,0.23301,1,19.1382,19.1382,
13,39.2325,9.0616,1.3918,0.0078125,0,0.099221,1,19.1205,19.1205,
14,38.5315,4.3739,1.5339,0.25,0,2.1716,1,13.1484,13.1484,
15,38.5309,29.0674,1.5857,3.8147e-06,0,0.0027403,1,13.1484,13.1484,
16,40.2186,114.9687,1.6328,0.0019531,0,2.0733,1,5.633,5.633,
17,44.4384,9.6503,1.7003,0.015625,0,2.7379,1,2.9801,2.9801,
18,44.3638,13.5339,1.745,0.00097656,0,0.011451,1,2.9792,2.9792,
19,44.0457,13.019,1.7837,0.015625,0,0.047088,1,2.9675,2.9675,
20,43.9068,15.0839,1.8211,0.0039063,0,0.021117,1,2.9631,2.9631,
21,43.7766,16.2271,1.8651,0.0039063,0,0.020065,1,2.9581,2.9581,
22,43.6285,17.8828,1.8997,0.0039063,0,0.023152,1,2.9554,2.9554,
23,43.451,20.5159,1.9385,0.0039063,0,0.028335,1,2.9573,2.9573,
24,43.3302,25.3986,1.9735,0.0019531,0,0.019859,1,2.9581,2.9581,
25,43.2596,30.7593,2.0104,0.00097656,0,0.011877,1,2.9576,2.9576,
26,43.1831,35.5429,2.0484,0.00097656,0,0.013097,1,2.9576,2.9576,
27,43.1326,43.9237,2.0827,0.00048828,0,0.0087843,1,2.9575,2.9575,
28,43.0759,52.0439,2.12,0.00048828,0,0.010009,1,2.9577,2.9577,
29,43.0357,67.6719,2.1558,0.00024414,0,0.0071849,1,2.9579,2.9579,
30,43.0111,85.7297,2.1902,0.00012207,0,0.0044531,1,2.9579,2.9579,
31,42.9833,102.8808,2.2258,0.00012207,0,0.0050866,1,2.9579,2.9579,
32,42.9629,136.786,2.2647,6.1035e-05,0,0.0037335,1,2.958,2.958,
33,42.937,178.4507,2.303,6.1035e-05,0,0.0047908,1,2.9582,2.9582,
34,42.9227,307.3062,2.3425,1.5259e-05,0,0.0026755,1,2.9583,2.9583,
35,42.9122,487.2855,2.38,7.6294e-06,0,0.0019625,1,2.9583,2.9583,
36,42.9067,896.2172,2.4203,1.9073e-06,0,0.0010353,1,2.9583,2.9583,
37,42.9022,1547.0881,2.461,9.5367e-07,0,0.00084211,1,2.9583,2.9583,
38,42.9011,4217.067,2.5004,5.9605e-08,0,0.00022015,1,2.9583,2.9583,
