"iter","time","maxviolation","meanviolation","cost",
0,0,64.909,64.909,81.5989,
1,0.28866,0.094963,0.094963,26.4579,
2,0.31836,0.058415,0.058415,25.3516,
3,0.32903,0.048122,0.048122,25.3587,
4,0.35329,0.014066,0.014066,25.3907,
5,0.35971,0.011101,0.011101,25.395,
6,0.36452,0.0088244,0.0088244,25.3987,
7,0.3703,0.0070563,0.0070563,25.4019,
8,0.3759,0.0057054,0.0057054,25.4046,
9,0.38163,0.0046772,0.0046772,25.4069,
10,0.38977,0.0013681,0.0013681,25.4171,
11,0.39569,0.0010782,0.0010782,25.4185,
12,0.40164,0.00085437,0.00085437,25.4197,
13,0.40761,0.0006819,0.0006819,25.4207,
14,0.41388,0.00054954,0.00054954,25.4215,
15,0.42004,0.00044861,0.00044861,25.4223,
16,0.426,0.00037241,0.00037241,25.4229,
17,0.43336,0.00010382,0.00010382,25.4259,
18,0.4386,8.2164e-05,8.2164e-05,25.4262,
19,0.44422,6.5421e-05,6.5421e-05,25.4266,
20,0.44963,5.256e-05,5.256e-05,25.4268,
21,0.45512,4.2743e-05,4.2743e-05,25.4271,
22,0.46035,3.5331e-05,3.5331e-05,25.4273,
23,0.46894,9.9888e-06,9.9888e-06,25.4282,
24,0.47383,7.8707e-06,7.8707e-06,25.4283,
25,0.47857,6.2547e-06,6.2547e-06,25.4284,
26,0.48349,5.0149e-06,5.0149e-06,25.4285,
27,0.48848,4.0674e-06,4.0674e-06,25.4286,
28,0.49323,3.3485e-06,3.3485e-06,25.4286,
29,0.49965,1.0915e-06,1.0915e-06,25.4289,
30,0.50461,7.2686e-07,7.2686e-07,25.4289,
