"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,57.989,4.2667e-05,NaN,NaN,NaN,NaN,NaN,7.8527,7.8527,
1,44.3133,0.045215,4.2974,1,0,2.2935,1,8.2729,8.2729,
2,41.6654,0.084031,0.5112,0.25,0,0.50675,1,9.254,9.254,
3,28.9213,0.12579,3.1154,1,0,2.3496,1,8.3032,8.3032,
4,27.1843,0.17183,0.54397,0.125,0,0.53798,1,9.8353,9.8353,
5,21.9978,0.21162,7.6157,0.125,0,3.3955,1,10.4749,10.4749,
6,22.6855,0.24246,0.29224,0.25,0,0.29186,1,9.5277,9.5277,
7,24.7395,0.30968,4.0196,0.0625,0,2.4088,1,2.7475,2.7475,
8,25.0079,0.34145,0.28166,1,0,0.28128,1,1.2815,1.2815,
9,26.3457,0.53975,1.7523,0.0019531,0,1.3789,1,0.15535,0.15535,
10,27.3355,0.58788,1.2666,0.00048828,0,1.0072,1,0.14216,0.14216,
11,26.7726,0.66902,1.1927,0.0078125,0,0.97233,1,0.11788,0.11788,
12,26.8904,0.70247,0.044642,1,0,0.044641,1,0.030232,0.030232,
13,26.8412,0.76427,0.48905,0.0039063,0,0.47122,1,0.0034219,0.0034219,
14,26.9963,0.82283,0.36311,0.00012207,0,0.35536,1,4.7363e-05,4.7363e-05,
15,27.0022,0.91854,0.12072,0.00048828,0,0.12044,1,1.0444e-07,1.0444e-07,
16,26.8179,1.0242,0.097647,4.6566e-10,1,0.097541,0,1.8771e-05,1.8771e-05,
17,26.8161,4.9614,0.00067229,1,0,0.00067229,-6,1.1728e-05,1.1728e-05,
18,26.9459,5.1093,0.095217,3.7253e-09,0,0.095073,1,1.2489e-06,1.2489e-06,
19,26.9462,5.1923,0.00013177,0.25,0,0.00013177,1,1.2009e-06,1.2009e-06,
