"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,134.8005,4.682e-05,NaN,NaN,NaN,NaN,NaN,46.3671,46.3671,
1,92.0252,0.26062,99.9424,0.5,0,6.205,1,11.7905,11.7905,
2,92.1992,0.29864,0.23199,0.125,0,0.23176,1,11.2702,11.2702,
3,100.2454,0.49096,29.8365,1,0,5.1748,1,2.066,2.066,
4,99.5324,0.53148,0.19974,0.5,0,0.19958,1,1.7078,1.7078,
5,93.7028,0.70458,1.9494,3.0518e-05,0,1.2988,1,0.95463,0.95463,
6,93.7652,0.74106,0.2007,1,0,0.20056,1,0.67918,0.67918,
7,100.5708,0.83433,19.2666,0.0625,0,2.2724,1,0.13496,0.13496,
8,100.6528,0.8725,0.064021,1,0,0.064016,1,0.064642,0.064642,
9,98.4365,0.9595,0.65529,0.00024414,0,0.61286,1,0.0060552,0.0060552,
10,98.4132,0.99486,0.0088588,0.25,0,0.0088587,1,0.0057473,0.0057473,
11,97.883,1.0889,0.287,0.00048828,0,0.28236,1,0.0018232,0.0018232,
12,97.8775,1.1256,0.0021622,0.0625,0,0.0021622,1,0.0017806,0.0017806,
13,98.202,1.2074,0.27762,0.0019531,0,0.27285,1,0.00027331,0.00027331,
14,98.2058,1.2425,0.0021827,1,0,0.0021827,1,7.2397e-05,7.2397e-05,
15,97.5153,1.3681,0.13464,3.8147e-06,0,0.1342,1,2.8736e-07,2.8736e-07,
16,97.4976,1.5105,0.040598,3.7253e-09,0,0.040586,1,9.5963e-08,9.5963e-08,
17,95.3159,1.6651,1.4046,4.6566e-10,1,1.0847,0,0.43596,0.43596,
18,95.3054,5.1994,0.088463,1,0,0.088452,1,0.12657,0.12657,
19,94.934,8.3859,1.1397,0.0039063,0,0.95915,-6,0.0063204,0.0063204,
20,94.9606,11.5448,0.012372,1,0,0.012372,1,0.0025256,0.0025256,
21,95.4709,11.868,0.30273,0.0019531,0,0.2979,1,4.6615e-05,4.6615e-05,
22,95.4701,16.0079,0.00035283,0.0625,0,0.00035283,-6,4.5715e-05,4.5715e-05,
23,96.3327,16.8255,0.17813,4.6566e-10,1,0.17719,-6,7.9059e-05,7.9059e-05,
24,96.3314,20.572,0.00054079,0.0625,0,0.00054079,1,7.8897e-05,7.8897e-05,
25,96.2803,21.0718,0.1067,1.8626e-09,0,0.1064,-6,1.8507e-05,1.8507e-05,
26,96.2825,24.9854,0.00086571,1,0,0.00086571,-6,1.2247e-05,1.2247e-05,
27,96.3472,26.2183,0.063629,3.7253e-09,0,0.063586,-6,2.2125e-06,2.2125e-06,
28,96.251,26.4254,0.051289,1.8626e-09,0,0.05126,1,7.3041e-08,7.3041e-08,
29,96.1125,26.585,0.028616,4.6566e-10,0,0.028612,1,1.9869e-08,1.9869e-08,
30,96.0797,26.7286,0.014157,1.8626e-09,0,0.014157,1,1.7914e-09,1.7914e-09,
31,96.0836,31.2419,0.0014712,4.6566e-10,1,0.0014712,-6,3.5576e-05,3.5576e-05,
32,96.0535,35.367,0.09386,5.9605e-08,0,0.093691,1,3.1991e-06,3.1991e-06,
33,96.0535,35.4571,2.0615e-13,4.6566e-10,1,2.0617e-13,-6,3.1991e-06,3.1991e-06,
