"iter","time","maxviolation","meanviolation","cost",
0,0,12.2901,12.2901,79.5891,
1,0.16322,0.4049,0.4049,20.4003,
2,0.21332,0.067514,0.067514,20.887,
3,0.22127,0.055937,0.055937,20.9177,
4,0.2841,0.016122,0.016122,21.0622,
5,0.29274,0.012714,0.012714,21.0811,
6,0.30153,0.010087,0.010087,21.0975,
7,0.31189,0.0080651,0.0080651,21.1116,
8,0.32889,0.0065246,0.0065246,21.1237,
9,0.33632,0.0053657,0.0053657,21.1337,
10,0.34638,0.0015643,0.0015643,21.1788,
11,0.35367,0.001223,0.001223,21.1849,
12,0.36025,0.00098541,0.00098541,21.1897,
13,0.36759,0.000776,0.000776,21.1945,
14,0.37429,0.00064349,0.00064349,21.1978,
15,0.37977,0.00052839,0.00052839,21.201,
16,0.38788,0.00015126,0.00015126,21.2154,
17,0.39352,0.00012192,0.00012192,21.2171,
18,0.39918,9.6424e-05,9.6424e-05,21.2187,
19,0.405,7.6635e-05,7.6635e-05,21.2202,
20,0.41061,6.149e-05,6.149e-05,21.2214,
21,0.41752,5.0023e-05,5.0023e-05,21.2224,
22,0.4251,1.5252e-05,1.5252e-05,21.2267,
23,0.43057,1.2037e-05,1.2037e-05,21.2273,
24,0.43596,9.4986e-06,9.4986e-06,21.2278,
25,0.44108,7.5192e-06,7.5192e-06,21.2283,
26,0.44633,6.0114e-06,6.0114e-06,21.2287,
27,0.45168,4.8742e-06,4.8742e-06,21.229,
28,0.45788,1.1263e-06,1.1263e-06,21.2306,
29,0.46409,1.0892e-06,1.0892e-06,21.2306,
30,0.46957,8.8025e-07,8.8025e-07,21.2307,
