"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,81.019,4.4555e-05,NaN,NaN,NaN,NaN,NaN,22.9661,22.9661,
1,64.1255,0.046774,11.5444,0.0625,0,3.6733,1,10.5512,10.5512,
2,54.8515,0.11752,4.3083,0.00097656,0,1.8768,1,10.5295,10.5295,
3,54.5887,0.15536,0.40559,1,0,0.40457,1,2.6913,2.6913,
4,54.5312,0.24554,13.0435,0.03125,0,2.6182,1,2.5146,2.5146,
5,54.6911,0.28475,0.095589,0.125,0,0.095577,1,2.3758,2.3758,
6,50.8273,0.39264,4.128,0.00048828,0,1.9319,1,1.0308,1.0308,
7,45.0996,0.47409,1.6209,0.0039063,0,1.1915,1,0.65116,0.65116,
8,44.7997,0.52062,0.15939,1,0,0.15933,1,0.43756,0.43756,
9,44.9466,0.61257,1.2506,0.015625,0,1.0069,1,0.22615,0.22615,
10,45.0529,0.6476,0.064546,1,0,0.064542,1,0.069215,0.069215,
11,45.3359,0.73873,0.95663,0.015625,0,0.8199,1,0.060203,0.060203,
12,45.2532,0.77382,0.037864,1,0,0.037863,1,0.023891,0.023891,
13,45.2593,0.88634,0.57696,0.0039063,0,0.53908,1,0.0016551,0.0016551,
14,45.1819,0.92457,0.0091025,1,0,0.0091025,1,0.00090682,0.00090682,
15,44.8421,0.98544,0.20258,2.3842e-07,0,0.20077,1,0.00012863,0.00012863,
16,44.4974,1.2974,0.18994,1.5259e-05,0,0.18873,1,4.1625e-05,4.1625e-05,
17,44.5,1.3563,0.0011385,1,0,0.0011385,1,2.1405e-05,2.1405e-05,
18,44.1803,1.5074,0.11354,1.4901e-08,0,0.11325,1,3.4054e-06,3.4054e-06,
19,44.2271,1.7524,0.086335,7.4506e-09,0,0.086229,1,3.3329e-06,3.3329e-06,
20,44.2275,1.8912,0.00021137,0.25,0,0.00021137,-6,3.2364e-06,3.2364e-06,
