"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,86.3562,5.4749e-05,NaN,NaN,NaN,NaN,NaN,97.5301,97.5301,
1,59.2676,0.13761,93.5953,0.125,0,5.2688,1,85.267,85.267,
2,63.8334,0.17452,1.2693,1,0,1.2251,1,23.518,23.518,
3,56.0088,0.35857,26.3975,0.0625,0,3.5232,1,14.5435,14.5435,
4,56.7695,0.39061,0.56836,1,0,0.56529,1,6.1322,6.1322,
5,53.2304,0.4611,2.4336,0.0019531,0,1.3866,1,4.0664,4.0664,
6,53.2692,0.49275,0.17035,0.25,0,0.17027,1,3.5912,3.5912,
7,53.6566,0.58325,4.8489,0.00097656,0,2.3078,1,1.7813,1.7813,
8,54.0083,0.61648,0.18583,1,0,0.18572,1,0.52012,0.52012,
9,53.2713,0.69668,2.0037,0.015625,0,1.3774,1,0.12499,0.12499,
10,53.2314,0.73247,0.051913,1,0,0.051911,1,0.042103,0.042103,
11,50.0996,0.80594,0.63336,0.00024414,0,0.5822,1,0.0035139,0.0035139,
12,50.099,0.83701,0.0091166,0.5,0,0.0091166,1,0.0030116,0.0030116,
13,49.9712,0.96551,0.22815,1.5259e-05,0,0.22584,1,0.0011488,0.0011488,
14,49.1487,1.0599,0.2855,0.00024414,0,0.2816,1,0.00012712,0.00012712,
15,49.1031,1.1421,0.14864,0.00097656,0,0.14803,1,5.2492e-05,5.2492e-05,
16,49.1029,1.1861,0.00061783,0.125,0,0.00061783,1,5.1714e-05,5.1714e-05,
17,49.0912,1.3103,0.15341,0.00024414,0,0.15278,1,2.2036e-05,2.2036e-05,
18,49.0913,1.3758,0.00055203,0.25,0,0.00055203,-6,2.1137e-05,2.1137e-05,
19,48.9341,1.5488,0.099478,6.1035e-05,0,0.099301,1,5.9365e-07,5.9365e-07,
20,48.9066,1.6759,0.046246,3.7253e-09,0,0.046229,1,8.0132e-08,8.0132e-08,
21,48.9066,1.7089,3.7726e-05,1,0,3.7726e-05,-6,2.048e-08,2.048e-08,
