"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,84.1211,4.8708e-05,NaN,NaN,NaN,NaN,NaN,19.3199,19.3199,
1,61.6163,0.053023,4.9603,1,0,2.6236,1,5.1543,5.1543,
2,55.8406,0.089144,0.5963,1,0,0.58672,1,1.4472,1.4472,
3,39.8697,0.18966,4.0426,1,0,2.8227,1,0.42372,0.42372,
4,39.2589,0.22304,0.15086,0.125,0,0.15079,1,0.73001,0.73001,
5,37.3167,0.35453,1.0801,0.0625,0,1.0113,1,1.8479,1.8479,
6,37.104,0.38907,0.10465,0.03125,0,0.10463,1,1.9465,1.9465,
7,35.6337,0.44313,3.6813,0.03125,0,2.1005,1,0.68651,0.68651,
8,35.9114,0.47294,0.11114,1,0,0.11111,1,0.17507,0.17507,
9,35.6777,0.63832,0.79418,0.00024414,0,0.75246,1,0.02062,0.02062,
10,35.7594,0.66999,0.019556,1,0,0.019555,1,0.0061111,0.0061111,
11,35.7405,0.73772,0.3133,1.4901e-08,0,0.30728,1,0.0010053,0.0010053,
12,35.7589,0.77448,0.0042122,0.5,0,0.0042122,1,0.0007852,0.0007852,
13,35.8104,0.93922,0.24869,6.1035e-05,0,0.24611,1,3.032e-05,3.032e-05,
14,35.8135,0.9837,0.00071823,1,0,0.00071823,1,8.1832e-06,8.1832e-06,
15,35.8335,1.0597,0.082674,6.1035e-05,0,0.08254,1,1.5933e-06,1.5933e-06,
16,35.8344,1.0908,0.00019458,0.5,0,0.00019458,1,1.3997e-06,1.3997e-06,
