"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,2.1991,5.6452,9.7794e-05,NaN,NaN,NaN,NaN,1,5.8197,0,0,
1,1.9184,1.552,0.21543,2.9513e-05,0,1.2476,1,1,1.5521,0.0095245,0.00045997,
2,1.4367,0.80576,0.33391,0.81,0,22.9251,1,1.516,0.80998,0.018521,0.00038364,
3,1.1106,0.1076,0.45137,1,0,2.4767,1,1.516,0.10994,0.018258,0.00058492,
4,1.0959,0.044206,0.56932,1,0,1.8157,1,1.516,0.04446,0.0045248,0.00012608,
5,1.0713,0.62932,0.69188,0.4783,0,11.7891,1,1.516,0.62952,0.0082739,0.00033144,
6,1.0705,0.035677,0.87878,1,0,5.8,1,1.516,0.036859,0.0065999,0.00021462,
7,1.0733,0.043007,1.0063,1,0,3.0057,1,1.516,0.043231,0.0026512,0.00015215,
8,1.0684,0.10497,1.1321,0.38742,0,2.645,1,1.516,0.10504,0.0023041,0.00013722,
9,1.0671,0.10689,1.2573,0.43047,0,3.9907,1,1.516,0.10699,0.0019295,0.00012546,
10,1.0615,0.033127,1.3802,0.6561,0,2.0006,1,1.516,0.033347,0.0020014,0.0001495,
11,1.061,0.0075281,1.5039,1,0,1.505,1,1.516,0.0075511,0.00035122,2.5861e-05,
12,1.0609,0.0015254,1.6346,1,0,0.31666,1,1.516,0.0015293,4.9219e-05,5.0165e-06,
13,1.0609,0.00062535,1.7545,1,0,0.055132,1,1.516,0.00062557,9.8239e-06,4.7586e-07,
14,1.0609,0.0010803,1.8747,1,0,0.033158,1,11.9888,0.0010803,1.6915e-06,7.9734e-08,
15,1.0609,0.0012699,2.0113,0.53144,0,0.020371,1,11.9888,0.0012699,1.7044e-06,7.9667e-08,
16,1.0609,0.00071477,2.1283,0.9,0,0.057711,1,11.9888,0.00071477,1.3928e-06,6.5216e-08,
17,1.0609,0.00034372,2.2452,1,0,0.050196,1,11.9888,0.00034372,9.5214e-07,4.9029e-08,
18,1.0609,0.00035455,2.3632,1,0,0.016917,1,11.9888,0.00035455,9.4896e-08,4.4222e-09,
19,1.0609,0.00010034,2.4893,0.4783,0,0.0034379,1,11.9888,0.00010034,9.503e-08,4.4266e-09,
20,1.0609,1.3513e-05,2.6134,1,0,0.0039347,1,11.9888,1.3513e-05,1.1707e-08,5.4667e-10,
21,1.0609,1.3768e-05,2.7308,1,0,0.0023092,1,11.9888,1.3768e-05,7.2071e-09,3.3539e-10,
22,1.0609,1.3037e-05,2.8477,1,0,0.0014208,1,11.9888,1.3037e-05,5.7078e-09,2.6556e-10,
23,1.0609,1.1977e-05,2.9655,1,0,0.00086248,1,11.9888,1.1977e-05,2.1948e-09,1.0208e-10,
24,1.0609,1.0842e-05,3.0831,1,0,0.00066984,1,11.9888,1.0842e-05,1.7133e-09,7.9659e-11,
25,1.0609,1.461e-05,3.2087,0.25419,0,0.001291,1,11.9888,1.461e-05,2.0202e-09,9.3834e-11,
26,1.0609,9.2512e-06,3.3319,1,0,0.00043038,1,11.9888,9.2512e-06,6.9589e-10,3.2321e-11,
