"iter","cost",
0,-3.9551,
1,-5.9423,
2,-5.0154,
3,-2.4394,
4,-1.4039,
5,-0.75532,
6,-0.61494,
7,-0.40349,
8,-0.30517,
9,-0.18809,
10,-0.19451,
11,-0.18794,
12,-0.18702,
13,-0.21316,
14,-0.25614,
15,-0.25266,
16,-0.31896,
17,-0.43585,
18,-0.4193,
19,-0.4236,
20,-0.42443,
21,-0.42427,
22,-0.42417,
23,-0.52042,
24,-0.54318,
25,-0.54061,
26,-0.54531,
27,-0.54449,
28,-0.54343,
29,-0.54351,
30,-0.54361,
31,-0.5437,
32,-0.54375,
33,-0.5844,
34,-0.57681,
35,-0.57653,
36,-0.5766,
37,-0.57662,
38,-0.57657,
39,-0.57658,
40,-0.57657,
41,-0.57657,
42,-0.57657,
43,-0.58453,
44,-0.58319,
45,-0.58315,
46,-0.58315,
47,-0.58315,
48,-0.58315,
49,-0.58315,
49,-0.58315,
