"iter","cost",
0,-1.6051,
1,-9.1753,
2,-3.8594,
3,-2.2819,
4,-1.4074,
5,-0.42488,
6,-0.30911,
7,-0.11198,
8,-0.12526,
9,-0.11524,
10,-0.10936,
11,-0.11089,
12,-0.16705,
13,-0.26366,
14,-0.25221,
15,-0.37847,
16,-0.50219,
17,-0.49238,
18,-0.49479,
19,-0.49492,
20,-0.49442,
21,-0.49424,
22,-0.58336,
23,-0.59469,
24,-0.59227,
25,-0.59219,
26,-0.59216,
27,-0.59215,
28,-0.59215,
29,-0.6149,
30,-0.61478,
31,-0.6142,
32,-0.61417,
33,-0.61415,
34,-0.61416,
35,-0.61416,
36,-0.61417,
37,-0.61898,
38,-0.61868,
39,-0.61866,
40,-0.61866,
41,-0.61866,
42,-0.61866,
43,-0.61866,
43,-0.61866,
