"iter","cost",
0,-3.7151,
1,-8.1124,
2,-4.9631,
3,-1.3576,
4,-1.0305,
5,-0.39352,
6,-0.27524,
7,-0.037221,
8,-0.057317,
9,-0.043139,
10,-0.038511,
11,-0.042876,
12,-0.074104,
13,-0.13193,
14,-0.12796,
15,-0.12592,
16,-0.20589,
17,-0.30929,
18,-0.3201,
19,-0.3274,
20,-0.32803,
21,-0.32729,
22,-0.42737,
23,-0.47101,
24,-0.46085,
25,-0.46352,
26,-0.46373,
27,-0.46334,
28,-0.46387,
29,-0.46425,
30,-0.46456,
31,-0.46475,
32,-0.46482,
33,-0.46483,
34,-0.50502,
35,-0.50135,
36,-0.50138,
37,-0.50151,
38,-0.50153,
39,-0.50182,
40,-0.50176,
41,-0.50177,
42,-0.50174,
43,-0.50176,
44,-0.50176,
45,-0.50177,
46,-0.50177,
47,-0.50177,
48,-0.50177,
49,-0.51022,
50,-0.50939,
51,-0.50938,
52,-0.50938,
53,-0.50938,
54,-0.50938,
55,-0.50938,
56,-0.50938,
57,-0.50938,
58,-0.50938,
58,-0.50938,
