"iter","cost",
0,0.59863,
1,-14.6777,
2,-9.1667,
3,-2.0713,
4,-1.3324,
5,-0.18483,
6,-0.29201,
7,-0.19223,
8,-0.071967,
9,-0.087613,
10,-0.039938,
11,-0.032444,
12,-0.032724,
13,-0.021069,
14,-0.014501,
15,-0.016505,
16,-0.014908,
17,-0.017138,
18,-0.015512,
19,-0.015774,
20,-0.015751,
21,-0.023276,
22,-0.047649,
23,-0.22368,
24,-0.26993,
25,-0.39271,
26,-0.44105,
27,-0.44729,
28,-0.44911,
29,-0.45055,
30,-0.45095,
31,-0.45229,
32,-0.45375,
33,-0.45456,
34,-0.45513,
35,-0.45539,
36,-0.45548,
37,-0.45554,
38,-0.45558,
39,-0.45561,
40,-0.45562,
41,-0.45565,
42,-0.45565,
43,-0.45566,
44,-0.45567,
45,-0.45567,
46,-0.45568,
47,-0.45568,
48,-0.45569,
49,-0.4557,
50,-0.45572,
51,-0.45573,
52,-0.45575,
53,-0.45576,
54,-0.45577,
55,-0.45578,
56,-0.45578,
57,-0.45579,
58,-0.4558,
59,-0.4558,
60,-0.45581,
61,-0.45581,
62,-0.49518,
63,-0.49268,
64,-0.49245,
65,-0.49249,
66,-0.49233,
67,-0.49238,
68,-0.4924,
69,-0.49245,
70,-0.49245,
71,-0.49247,
72,-0.49248,
73,-0.49248,
74,-0.49248,
75,-0.49248,
76,-0.49248,
77,-0.49248,
78,-0.49249,
79,-0.49249,
80,-0.49249,
81,-0.49249,
82,-0.49249,
83,-0.49249,
84,-0.49249,
85,-0.49249,
86,-0.49249,
86,-0.49249,
