"iter","cost",
0,-0.056333,
1,-0.33222,
2,-0.46153,
3,-0.48712,
4,-0.49019,
5,-0.47272,
6,-0.47254,
7,-0.47679,
8,-0.47993,
9,-0.48385,
10,-0.48222,
11,-0.48415,
12,-0.48084,
13,-0.48197,
14,-0.4826,
15,-0.48758,
16,-0.48592,
17,-0.48729,
18,-0.48534,
19,-0.48582,
20,-0.48637,
21,-0.48711,
22,-0.48789,
23,-0.48991,
24,-0.48943,
25,-0.49029,
26,-0.49159,
27,-0.49208,
28,-0.49163,
29,-0.49084,
30,-0.49085,
31,-0.49092,
32,-0.49135,
33,-0.49415,
34,-0.49181,
35,-0.4922,
36,-0.49249,
37,-0.49285,
38,-0.49478,
39,-0.49633,
40,-0.49468,
41,-0.49466,
42,-0.49456,
43,-0.49452,
44,-0.49448,
45,-0.49447,
46,-0.49447,
47,-0.49447,
48,-0.49447,
48,-0.49447,
