"iter","cost",
0,-14.0253,
1,-20.2956,
2,-11.7295,
3,-3.1166,
4,-2.3958,
5,-0.98224,
6,-0.90753,
7,-0.63224,
8,-0.48346,
9,-0.32382,
10,-0.23835,
11,-0.15133,
12,-0.14311,
13,-0.13725,
14,-0.13532,
15,-0.13573,
16,-0.15709,
17,-0.19178,
18,-0.25853,
19,-0.64969,
20,-0.58124,
21,-0.63096,
22,-0.62063,
23,-0.6216,
24,-0.62132,
25,-0.62128,
26,-0.62155,
27,-0.62209,
28,-0.62213,
29,-0.6221,
30,-0.62209,
31,-0.62209,
32,-0.6221,
33,-0.62212,
34,-0.62213,
35,-0.62214,
36,-0.62214,
37,-0.62214,
38,-0.62214,
39,-0.62214,
40,-0.62214,
41,-0.63782,
42,-0.63737,
43,-0.6373,
44,-0.63726,
45,-0.63726,
46,-0.63726,
47,-0.63726,
48,-0.63726,
48,-0.63726,
