"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.29543,0.039646,0.015443,1.1574,
1,0.069671,0.0073992,0.00022622,-0.89928,0.12604,
2,0.092662,0.0052654,0.00016059,-0.89881,0.13124,
3,0.11951,0.0037052,0.00011282,-0.89846,0.1351,
4,0.14066,0.0025874,7.875e-05,-0.8982,0.13855,
5,0.21039,0.0017782,5.4049e-05,-0.89801,0.14005,
6,0.23682,0.0012299,3.7371e-05,-0.89788,0.14176,
7,0.293,0.00083163,2.5255e-05,-0.89779,0.14243,
8,0.31309,0.00057695,1.7517e-05,-0.89772,0.14323,
9,0.33917,0.00039443,1.1974e-05,-0.89768,0.14378,
10,0.36417,0.00026955,8.1827e-06,-0.89765,0.14418,
11,0.39525,0.00018394,5.5837e-06,-0.89763,0.14444,
12,0.42393,0.00012549,3.8094e-06,-0.89761,0.14462,
13,0.45101,8.5572e-05,2.5975e-06,-0.8976,0.14475,
14,0.47337,5.8333e-05,1.7706e-06,-0.8976,0.14483,
15,0.49182,3.9758e-05,1.2068e-06,-0.89759,0.14489,
16,0.50687,2.7094e-05,8.224e-07,-0.89759,0.14493,
17,0.52339,1.8462e-05,5.604e-07,-0.89759,0.14496,
18,0.53774,1.258e-05,3.8184e-07,-0.89759,0.14498,
19,0.5535,8.5713e-06,2.6017e-07,-0.89759,0.14499,
20,0.57038,5.8399e-06,1.7726e-07,-0.89758,0.145,
21,0.58708,3.9789e-06,1.2077e-07,-0.89758,0.145,
22,0.60386,2.7108e-06,8.2283e-08,-0.89758,0.14501,
23,0.62318,1.8469e-06,5.606e-08,-0.89758,0.14501,
24,0.64983,1.2583e-06,3.8194e-08,-0.89758,0.14501,
25,0.66808,8.5728e-07,2.6021e-08,-0.89758,0.14501,
26,0.68751,5.8406e-07,1.7728e-08,-0.89758,0.14501,
27,0.70671,3.9792e-07,1.2078e-08,-0.89758,0.14502,
28,0.72599,2.711e-07,8.2287e-09,-0.89758,0.14502,
29,0.75241,1.847e-07,5.6062e-09,-0.89758,0.14502,
30,0.77201,1.2583e-07,3.8194e-09,-0.89758,0.14502,
