"iter","cost",
0,-68.4056,
1,-72.2138,
2,-33.425,
3,-12.2924,
4,-9.3525,
5,-8.4792,
6,-6.0747,
7,-5.5203,
8,-4.1665,
9,-2.7645,
10,-2.0446,
11,-1.8213,
12,-1.504,
13,-1.3312,
14,-0.80885,
15,-0.65254,
16,-0.31079,
17,-0.31773,
18,-0.3132,
19,-0.29539,
20,-0.2722,
21,-0.27178,
22,-0.27081,
23,-0.27126,
24,-0.27007,
25,-0.27059,
26,-0.27056,
27,-0.27049,
28,-0.27539,
29,-0.28281,
30,-0.29774,
31,-0.41137,
32,-0.61858,
33,-0.56995,
34,-0.57781,
35,-0.57939,
36,-0.58035,
37,-0.58039,
38,-0.58043,
39,-0.58049,
40,-0.58058,
41,-0.58061,
42,-0.58068,
43,-0.58075,
44,-0.58089,
45,-0.58103,
46,-0.5811,
47,-0.5811,
48,-0.58108,
49,-0.58107,
50,-0.58107,
51,-0.58107,
52,-0.58107,
53,-0.58107,
54,-0.58107,
55,-0.58107,
56,-0.58107,
57,-0.58107,
58,-0.58107,
59,-0.58107,
59,-0.58107,
