"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.23725,0.04933,0.035134,1.0893,
1,0.090704,0.012602,0.0019429,-0.58328,0.31369,
2,0.11079,0.0088362,0.001348,-0.58029,0.32009,
3,0.13747,0.006141,0.00093093,-0.57813,0.32468,
4,0.16397,0.0042444,0.00064051,-0.5766,0.32808,
5,0.19129,0.0029186,0.00043912,-0.57553,0.33055,
6,0.20496,0.002004,0.00030103,-0.57479,0.33314,
7,0.2287,0.0013618,0.00020441,-0.57427,0.33387,
8,0.24115,0.0009366,0.00014043,-0.57392,0.33509,
9,0.26222,0.00063194,9.4662e-05,-0.57367,0.33518,
10,0.27393,0.00043605,6.5269e-05,-0.57351,0.33574,
11,0.28532,0.00029749,4.4521e-05,-0.5734,0.33611,
12,0.29511,0.0002029,3.0359e-05,-0.57332,0.33638,
13,0.31057,0.00013831,2.0693e-05,-0.57327,0.33656,
14,0.32237,9.427e-05,1.4103e-05,-0.57323,0.33669,
15,0.33177,6.4244e-05,9.6102e-06,-0.57321,0.33678,
16,0.34079,4.3778e-05,6.5483e-06,-0.57319,0.33684,
17,0.34956,2.9829e-05,4.4618e-06,-0.57318,0.33688,
18,0.35846,2.0324e-05,3.04e-06,-0.57317,0.3369,
19,0.36734,1.3847e-05,2.0712e-06,-0.57317,0.33692,
20,0.37936,9.4346e-06,1.4112e-06,-0.57317,0.33693,
21,0.38857,6.4279e-06,9.6144e-07,-0.57316,0.33694,
22,0.398,4.3793e-06,6.5503e-07,-0.57316,0.33695,
23,0.40742,2.9836e-06,4.4627e-07,-0.57316,0.33695,
24,0.41725,2.0328e-06,3.0404e-07,-0.57316,0.33696,
25,0.42714,1.3849e-06,2.0714e-07,-0.57316,0.33696,
26,0.43715,9.4353e-07,1.4113e-07,-0.57316,0.33696,
27,0.44763,6.4282e-07,9.6148e-08,-0.57316,0.33696,
28,0.45839,4.3795e-07,6.5505e-08,-0.57316,0.33696,
29,0.46862,2.9837e-07,4.4628e-08,-0.57316,0.33696,
30,0.48417,2.0328e-07,3.0405e-08,-0.57316,0.33696,
