"iter","cost",
0,-0.031158,
1,-0.39593,
2,-0.56215,
3,-0.56613,
4,-0.58005,
5,-0.57843,
6,-0.56535,
7,-0.56286,
8,-0.56121,
9,-0.56165,
10,-0.56225,
11,-0.56125,
12,-0.56109,
13,-0.56112,
14,-0.56107,
15,-0.56104,
16,-0.56104,
17,-0.56107,
18,-0.56118,
19,-0.56106,
20,-0.56111,
21,-0.56121,
22,-0.5613,
23,-0.5615,
24,-0.56169,
25,-0.56223,
26,-0.56215,
27,-0.56203,
28,-0.56213,
29,-0.56221,
30,-0.56224,
31,-0.56226,
32,-0.56227,
33,-0.56235,
34,-0.56242,
35,-0.56254,
36,-0.56224,
37,-0.56228,
38,-0.56231,
39,-0.56234,
40,-0.56237,
41,-0.56245,
42,-0.56247,
43,-0.56244,
44,-0.56243,
45,-0.56243,
46,-0.56243,
47,-0.56243,
48,-0.56242,
49,-0.56242,
50,-0.56242,
51,-0.56242,
52,-0.56242,
52,-0.56242,
