"iter","cost",
0,-1.0507,
1,-5.1519,
2,-3.232,
3,-1.7043,
4,-1.2507,
5,-0.55895,
6,-0.41965,
7,-0.29416,
8,-0.2648,
9,-0.26677,
10,-0.31884,
11,-0.38902,
12,-0.38282,
13,-0.37982,
14,-0.47143,
15,-0.53345,
16,-0.53104,
17,-0.53248,
18,-0.53244,
19,-0.53228,
20,-0.58663,
21,-0.59253,
22,-0.59063,
23,-0.59338,
24,-0.59237,
25,-0.59192,
26,-0.59195,
27,-0.59202,
28,-0.59207,
29,-0.61917,
30,-0.61063,
31,-0.6096,
32,-0.6092,
33,-0.60913,
34,-0.60911,
35,-0.60912,
36,-0.60912,
37,-0.61492,
38,-0.61286,
39,-0.61269,
40,-0.61269,
41,-0.61269,
42,-0.61269,
43,-0.61269,
43,-0.61269,
