"iter","cost",
0,-0.052732,
1,-1.924,
2,-1.5411,
3,0.19384,
4,-0.11794,
5,0.016053,
6,0.019204,
7,0.022455,
8,0.018999,
9,-0.066459,
10,-0.22829,
11,-0.20688,
12,-0.37552,
13,-0.45991,
14,-0.45652,
15,-0.45909,
16,-0.45755,
17,-0.45665,
18,-0.45677,
19,-0.51707,
20,-0.52592,
21,-0.5276,
22,-0.53077,
23,-0.5319,
24,-0.52971,
25,-0.52991,
26,-0.53023,
27,-0.53029,
28,-0.53038,
29,-0.53042,
30,-0.54863,
31,-0.54668,
32,-0.54652,
33,-0.5465,
34,-0.54649,
35,-0.54649,
36,-0.54649,
37,-0.54649,
38,-0.55001,
39,-0.54975,
40,-0.54973,
41,-0.54973,
42,-0.54973,
42,-0.54973,
