"iter","cost",
0,-4.7635,
1,-3.8758,
2,-2.0231,
3,-0.75266,
4,-0.53056,
5,-0.16928,
6,-0.19732,
7,-0.15413,
8,-0.15594,
9,-0.15573,
10,-0.18941,
11,-0.24286,
12,-0.3295,
13,-0.50138,
14,-0.50079,
15,-0.51772,
16,-0.51641,
17,-0.5173,
18,-0.51781,
19,-0.52072,
20,-0.52109,
21,-0.52403,
22,-0.52343,
23,-0.52315,
24,-0.52336,
25,-0.52336,
26,-0.52335,
27,-0.52331,
28,-0.5233,
29,-0.52329,
30,-0.5233,
31,-0.5233,
32,-0.5233,
33,-0.52858,
34,-0.52836,
35,-0.5282,
36,-0.52819,
37,-0.52819,
38,-0.52819,
39,-0.52819,
40,-0.52819,
40,-0.52819,
