"iter","cost",
0,0.49324,
1,-5.87,
2,-3.2481,
3,-0.56926,
4,-0.64761,
5,-0.16576,
6,-0.091259,
7,-0.064099,
8,-0.036874,
9,-0.04585,
10,-0.10476,
11,-0.20978,
12,-0.1954,
13,-0.32432,
14,-0.43209,
15,-0.43779,
16,-0.44788,
17,-0.44495,
18,-0.44359,
19,-0.44373,
20,-0.44414,
21,-0.55008,
22,-0.54123,
23,-0.54252,
24,-0.54242,
25,-0.54242,
26,-0.54235,
27,-0.54237,
28,-0.54234,
29,-0.54235,
30,-0.56404,
31,-0.56322,
32,-0.56318,
33,-0.56316,
34,-0.56314,
35,-0.56314,
36,-0.56314,
37,-0.5675,
38,-0.56737,
39,-0.56736,
40,-0.56736,
41,-0.56736,
41,-0.56736,
