"iter","cost",
0,-5.2059e-05,
1,-0.22821,
2,-0.46616,
3,-0.63813,
4,-0.59993,
5,-0.55444,
6,-0.5536,
7,-0.55535,
8,-0.55281,
9,-0.55393,
10,-0.5573,
11,-0.55603,
12,-0.55445,
13,-0.55406,
14,-0.55399,
15,-0.55398,
16,-0.554,
17,-0.55415,
18,-0.55407,
19,-0.55566,
20,-0.55534,
21,-0.55674,
22,-0.56443,
23,-0.5635,
24,-0.5609,
25,-0.56179,
26,-0.56342,
27,-0.56352,
28,-0.56333,
29,-0.563,
30,-0.5628,
31,-0.56265,
32,-0.56264,
33,-0.56265,
34,-0.56265,
35,-0.56264,
36,-0.56264,
37,-0.56264,
38,-0.56264,
39,-0.56264,
39,-0.56264,
