"iter","cost",
0,1.276,
1,-22.3876,
2,-13.3829,
3,-3.5929,
4,-1.8066,
5,-1.3446,
6,-0.62916,
7,-0.16446,
8,-0.15227,
9,-0.1109,
10,-0.093611,
11,-0.053213,
12,-0.034441,
13,-0.038972,
14,-0.032803,
15,-0.032701,
16,-0.03322,
17,-0.03308,
18,-0.033008,
19,-0.041117,
20,-0.066879,
21,-0.25149,
22,-0.31792,
23,-0.45912,
24,-0.47086,
25,-0.49176,
26,-0.48696,
27,-0.48928,
28,-0.48933,
29,-0.49059,
30,-0.49184,
31,-0.49278,
32,-0.49307,
33,-0.49315,
34,-0.49311,
35,-0.49311,
36,-0.49321,
37,-0.4933,
38,-0.4934,
39,-0.49347,
40,-0.49351,
41,-0.49353,
42,-0.49353,
43,-0.49354,
44,-0.49355,
45,-0.49356,
46,-0.49357,
47,-0.49357,
48,-0.53195,
49,-0.53028,
50,-0.52988,
51,-0.52986,
52,-0.52984,
53,-0.52986,
54,-0.52987,
55,-0.52987,
56,-0.52988,
57,-0.52988,
58,-0.52989,
59,-0.52989,
60,-0.52989,
61,-0.5299,
62,-0.5299,
63,-0.5299,
64,-0.52991,
65,-0.52991,
66,-0.52991,
67,-0.52991,
68,-0.52991,
68,-0.52991,
