"iter","cost",
0,-101.9597,
1,-88.6318,
2,-44.4965,
3,-17.651,
4,-12.2039,
5,-9.8982,
6,-6.2766,
7,-5.787,
8,-4.6621,
9,-3.3904,
10,-2.5509,
11,-2.0076,
12,-0.72066,
13,-0.69072,
14,-0.62313,
15,-0.60926,
16,-0.43805,
17,-0.3989,
18,-0.36216,
19,-0.34861,
20,-0.34963,
21,-0.349,
22,-0.34901,
23,-0.34906,
24,-0.35468,
25,-0.37199,
26,-0.50836,
27,-0.6278,
28,-0.66312,
29,-0.65931,
30,-0.6627,
31,-0.66373,
32,-0.66461,
33,-0.66558,
34,-0.66562,
35,-0.66539,
36,-0.66531,
37,-0.6655,
38,-0.66577,
39,-0.6659,
40,-0.66589,
41,-0.66584,
42,-0.66578,
43,-0.66579,
44,-0.6659,
45,-0.66596,
46,-0.66597,
47,-0.66597,
48,-0.66597,
48,-0.66597,
